candidate_id,batch_id,request_id,job_position,job_category,prajabatan_batch,ojt_start_date,ojt_end_date,unit_placement,region,mentor,ojt_status,employment_status
C02087,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 8,Completed,Permanent
C02092,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 44,Completed,Permanent
C02093,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 11,Resigned,Candidate Withdrawn
C02096,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 23,Completed,Permanent
C02098,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 57,Completed,Permanent
C02099,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 68,Resigned,Candidate Withdrawn
C02100,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 21,Completed,Permanent
C02105,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 37,Completed,Permanent
C02107,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 44,Completed,Permanent
C02111,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 7,Completed,Permanent
C02112,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 43,On Going,On OJT
C02113,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 13,Completed,Permanent
C02117,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 50,Completed,Permanent
C02119,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 78,Completed,Permanent
C02122,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 43,On Going,On OJT
C02128,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C02129,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 40,On Going,On OJT
C02130,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 51,On Going,On OJT
C02134,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 11,Completed,Permanent
C02135,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 49,Completed,Permanent
C02140,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 43,Completed,Permanent
C02141,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 68,On Going,On OJT
C02144,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 55,Completed,Permanent
C02149,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 3,Completed,Permanent
C02150,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 24,Completed,Permanent
C02152,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 44,On Going,On OJT
C02158,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 63,On Going,On OJT
C02162,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 18,Completed,Permanent
C02165,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 38,Completed,Permanent
C02169,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 13,On Going,On OJT
C02173,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 70,Completed,Permanent
C02174,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 68,On Going,On OJT
C02177,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 44,Completed,Permanent
C02180,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 80,On Going,On OJT
C02186,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 49,Completed,Permanent
C02192,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 24,Completed,Permanent
C02193,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 80,On Going,On OJT
C02195,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 22,On Going,On OJT
C02198,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 6,Completed,Permanent
C02204,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C02209,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 79,On Going,On OJT
C02210,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 58,Completed,Permanent
C02215,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 31,Completed,Permanent
C02218,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 61,Completed,Permanent
C02220,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 25,On Going,On OJT
C02222,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 74,Completed,Permanent
C02223,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 60,Resigned,Candidate Withdrawn
C02230,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 49,On Going,On OJT
C02233,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 54,Completed,Permanent
C02235,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 26,On Going,On OJT
C02237,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 18,On Going,On OJT
C02241,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 7,On Going,On OJT
C02244,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 48,Completed,Permanent
C02251,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 14,Completed,Permanent
C02258,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 67,Completed,Permanent
C02259,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 37,On Going,On OJT
C02267,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 21,Completed,Permanent
C02275,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 66,Completed,Permanent
C02278,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 56,Completed,Permanent
C02285,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 29,Completed,Permanent
C02289,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 45,On Going,On OJT
C02290,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 54,On Going,On OJT
C02296,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 65,Completed,Permanent
C02300,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 50,Completed,Permanent
C02302,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 48,Resigned,Candidate Withdrawn
C02309,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 41,Completed,Permanent
C02310,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 43,On Going,On OJT
C02316,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 18,On Going,On OJT
C02318,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 61,Completed,Permanent
C02320,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 18,Completed,Permanent
C02322,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 61,On Going,On OJT
C02326,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 1,Completed,Permanent
C02330,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 3,On Going,On OJT
C02332,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 20,Completed,Permanent
C02335,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 78,Completed,Permanent
C02337,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 15,Completed,Permanent
C02346,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 31,On Going,On OJT
C02347,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 7,Completed,Permanent
C02349,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 80,Completed,Permanent
C02350,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 15,Completed,Permanent
C02354,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 64,On Going,On OJT
C02356,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 3,Completed,Permanent
C02358,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 74,Completed,Permanent
C02361,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C02364,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 1,Completed,Permanent
C02365,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 31,Completed,Permanent
C02366,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 24,Completed,Permanent
C02367,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 11,Completed,Permanent
C02368,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 47,Completed,Permanent
C02373,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 68,Completed,Permanent
C02374,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 65,Completed,Permanent
C02377,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 50,Completed,Permanent
C02380,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 6,On Going,On OJT
C02397,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 48,Completed,Permanent
C02399,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 3,Completed,Permanent
C02400,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 9,Completed,Permanent
C02401,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 14,Completed,Permanent
C02404,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 43,On Going,On OJT
C02409,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 46,Completed,Permanent
C02410,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 23,Completed,Permanent
C02412,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 60,On Going,On OJT
C02414,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 62,Resigned,Candidate Withdrawn
C02418,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 18,Completed,Permanent
C02426,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 59,Completed,Permanent
C02428,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 26,Completed,Permanent
C02434,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 26,Completed,Permanent
C02435,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 41,On Going,On OJT
C02449,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 66,On Going,On OJT
C02455,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 70,Completed,Permanent
C02458,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 5,Completed,Permanent
C02462,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 25,On Going,On OJT
C02481,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 7,Completed,Permanent
C02489,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 43,On Going,On OJT
C02500,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 48,Completed,Permanent
C02503,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 52,Completed,Permanent
C02510,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 50,Completed,Permanent
C02511,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 24,Completed,Permanent
C02517,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 64,Completed,Permanent
C02522,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 67,Completed,Permanent
