pasca_id,pendaftaran_id,kandidat_id,profesi_id,gelombang_id,tahap_kode,urutan,tanggal_mulai,tanggal_selesai,status,progres,pemilik_proses,sistem_sumber
183,REG0000703,542,F00191,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
184,REG0000703,542,F00191,G2025-091,ttd_kontrak,8,2026-02-24,2026-02-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
185,REG0000703,542,F00191,G2025-091,samapta,9,2026-03-21,2026-03-21,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
186,REG0000703,542,F00191,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
187,REG0000703,542,F00191,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
188,REG0000723,560,F00224,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
189,REG0000723,560,F00224,G2025-092,ttd_kontrak,8,2026-03-13,2026-03-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
190,REG0000723,560,F00224,G2025-092,samapta,9,2026-04-03,2026-04-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
191,REG0000723,560,F00224,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
192,REG0000723,560,F00224,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
193,REG0000739,572,F00213,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
194,REG0000739,572,F00213,G2025-091,ttd_kontrak,8,2026-03-06,2026-03-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
195,REG0000739,572,F00213,G2025-091,samapta,9,2026-03-22,2026-03-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
196,REG0000739,572,F00213,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
197,REG0000739,572,F00213,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
198,REG0000760,592,F00208,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
199,REG0000760,592,F00208,G2025-091,ttd_kontrak,8,2026-02-24,2026-02-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
200,REG0000760,592,F00208,G2025-091,samapta,9,2026-03-15,2026-03-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
201,REG0000760,592,F00208,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
202,REG0000760,592,F00208,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
203,REG0000832,645,F00198,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
204,REG0000832,645,F00198,G2025-091,ttd_kontrak,8,2026-02-23,2026-02-23,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
205,REG0000832,645,F00198,G2025-091,samapta,9,2026-03-15,2026-03-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
206,REG0000832,645,F00198,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
207,REG0000832,645,F00198,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
208,REG0000912,705,F00219,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
209,REG0000912,705,F00219,G2025-092,ttd_kontrak,8,2026-03-11,2026-03-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
210,REG0000912,705,F00219,G2025-092,samapta,9,2026-04-11,2026-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
211,REG0000912,705,F00219,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
212,REG0000912,705,F00219,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
213,REG0000921,712,F00039,G2019-072,pengumuman_akhir,7,2020-02-12,2020-02-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
214,REG0000921,712,F00039,G2019-072,ttd_kontrak,8,2020-02-22,2020-02-22,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
215,REG0000921,712,F00039,G2019-072,samapta,9,2020-03-15,2020-03-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
216,REG0000921,712,F00039,G2019-072,pembidangan,10,2020-03-28,2020-03-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
217,REG0000921,712,F00039,G2019-072,ojt,11,2020-04-02,2020-09-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
218,REG0000921,712,F00039,G2019-072,ujian_ojt,12,2020-10-08,2020-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
219,REG0000921,712,F00039,G2019-072,sk_penempatan,13,2020-10-24,2020-10-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
220,REG0000947,732,F00168,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
221,REG0000947,732,F00168,G2024-087,ttd_kontrak,8,2024-09-05,2024-09-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
222,REG0000947,732,F00168,G2024-087,samapta,9,2024-09-24,2024-09-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
223,REG0000947,732,F00168,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
224,REG0000947,732,F00168,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
225,REG0000947,732,F00168,G2024-087,ujian_ojt,12,2025-04-18,2025-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
226,REG0000947,732,F00168,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
227,REG0000992,770,F00099,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
228,REG0000992,770,F00099,G2023-081,ttd_kontrak,8,2023-11-12,2023-11-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
229,REG0000992,770,F00099,G2023-081,samapta,9,2023-11-26,2023-11-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
230,REG0000992,770,F00099,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
231,REG0000992,770,F00099,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
232,REG0000992,770,F00099,G2023-081,ujian_ojt,12,2024-06-24,2024-06-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
233,REG0000992,770,F00099,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
234,REG0001000,774,F00217,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
235,REG0001000,774,F00217,G2025-092,ttd_kontrak,8,2026-03-19,2026-03-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
236,REG0001000,774,F00217,G2025-092,samapta,9,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
237,REG0001000,774,F00217,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
238,REG0001000,774,F00217,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
239,REG0001015,784,F00206,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
240,REG0001015,784,F00206,G2025-091,ttd_kontrak,8,2026-03-06,2026-03-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
241,REG0001015,784,F00206,G2025-091,samapta,9,2026-03-18,2026-03-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
242,REG0001015,784,F00206,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
243,REG0001015,784,F00206,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
244,REG0001101,850,F00165,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
245,REG0001101,850,F00165,G2024-087,ttd_kontrak,8,2024-09-13,2024-09-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
246,REG0001101,850,F00165,G2024-087,samapta,9,2024-09-25,2024-09-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
247,REG0001101,850,F00165,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
248,REG0001101,850,F00165,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
249,REG0001101,850,F00165,G2024-087,ujian_ojt,12,2025-04-22,2025-04-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
250,REG0001101,850,F00165,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
251,REG0001213,934,F00087,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
252,REG0001213,934,F00087,G2023-081,ttd_kontrak,8,2023-11-11,2023-11-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
253,REG0001213,934,F00087,G2023-081,samapta,9,2023-11-28,2023-11-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
254,REG0001213,934,F00087,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
255,REG0001213,934,F00087,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
256,REG0001213,934,F00087,G2023-081,ujian_ojt,12,2024-06-23,2024-06-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
257,REG0001213,934,F00087,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
258,REG0001249,968,F00219,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
259,REG0001249,968,F00219,G2025-092,ttd_kontrak,8,2026-03-11,2026-03-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
260,REG0001249,968,F00219,G2025-092,samapta,9,2026-04-04,2026-04-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
261,REG0001249,968,F00219,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
262,REG0001249,968,F00219,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
263,REG0001264,981,F00009,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
264,REG0001264,981,F00009,G2019-070,ttd_kontrak,8,2020-01-06,2020-01-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
265,REG0001264,981,F00009,G2019-070,samapta,9,2020-01-26,2020-01-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
266,REG0001264,981,F00009,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
267,REG0001264,981,F00009,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
268,REG0001264,981,F00009,G2019-070,ujian_ojt,12,2020-08-16,2020-08-16,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
269,REG0001264,981,F00009,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
270,REG0001283,999,F00163,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
271,REG0001283,999,F00163,G2024-087,ttd_kontrak,8,2024-09-16,2024-09-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
272,REG0001283,999,F00163,G2024-087,samapta,9,2024-10-04,2024-10-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
273,REG0001283,999,F00163,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
274,REG0001283,999,F00163,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
275,REG0001283,999,F00163,G2024-087,ujian_ojt,12,2025-04-25,2025-04-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
276,REG0001283,999,F00163,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
277,REG0001308,1014,F00188,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
278,REG0001308,1014,F00188,G2025-091,ttd_kontrak,8,2026-02-26,2026-02-26,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
279,REG0001308,1014,F00188,G2025-091,samapta,9,2026-03-19,2026-03-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
280,REG0001308,1014,F00188,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
281,REG0001308,1014,F00188,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
282,REG0001326,1029,F00119,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
283,REG0001326,1029,F00119,G2023-081,ttd_kontrak,8,2023-11-13,2023-11-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
284,REG0001326,1029,F00119,G2023-081,samapta,9,2023-11-29,2023-11-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
285,REG0001326,1029,F00119,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
286,REG0001326,1029,F00119,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
287,REG0001326,1029,F00119,G2023-081,ujian_ojt,12,2024-06-25,2024-06-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
288,REG0001326,1029,F00119,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
289,REG0001367,1060,F00027,G2019-071,pengumuman_akhir,7,2020-01-17,2020-01-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
290,REG0001367,1060,F00027,G2019-071,ttd_kontrak,8,2020-01-27,2020-01-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
291,REG0001367,1060,F00027,G2019-071,samapta,9,2020-03-01,2020-03-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
292,REG0001367,1060,F00027,G2019-071,pembidangan,10,2020-03-02,2020-03-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
293,REG0001367,1060,F00027,G2019-071,ojt,11,2020-03-07,2020-09-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
294,REG0001367,1060,F00027,G2019-071,ujian_ojt,12,2020-09-08,2020-09-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
295,REG0001367,1060,F00027,G2019-071,sk_penempatan,13,2020-09-28,2020-09-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
296,REG0001376,1068,F00186,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
297,REG0001376,1068,F00186,G2025-091,ttd_kontrak,8,2026-03-05,2026-03-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
298,REG0001376,1068,F00186,G2025-091,samapta,9,2026-03-26,2026-03-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
299,REG0001376,1068,F00186,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
300,REG0001376,1068,F00186,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
301,REG0001388,1077,F00186,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
302,REG0001388,1077,F00186,G2025-091,ttd_kontrak,8,2026-03-08,2026-03-08,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
303,REG0001388,1077,F00186,G2025-091,samapta,9,2026-03-23,2026-03-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
304,REG0001388,1077,F00186,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
305,REG0001388,1077,F00186,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
306,REG0001421,1104,F00138,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
307,REG0001421,1104,F00138,G2023-086,ttd_kontrak,8,2024-03-29,2024-03-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
308,REG0001421,1104,F00138,G2023-086,samapta,9,2024-04-25,2024-04-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
309,REG0001421,1104,F00138,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
310,REG0001421,1104,F00138,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
311,REG0001421,1104,F00138,G2023-086,ujian_ojt,12,2024-11-17,2024-11-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
312,REG0001421,1104,F00138,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
313,REG0001435,1114,F00164,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
314,REG0001435,1114,F00164,G2024-087,ttd_kontrak,8,2024-09-05,2024-09-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
315,REG0001435,1114,F00164,G2024-087,samapta,9,2024-10-01,2024-10-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
316,REG0001435,1114,F00164,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
317,REG0001435,1114,F00164,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
318,REG0001435,1114,F00164,G2024-087,ujian_ojt,12,2025-04-17,2025-04-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
319,REG0001435,1114,F00164,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
320,REG0001450,1125,F00064,G2022-008,pengumuman_akhir,7,2022-08-31,2022-08-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
321,REG0001450,1125,F00064,G2022-008,ttd_kontrak,8,2022-09-19,2022-09-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
322,REG0001450,1125,F00064,G2022-008,samapta,9,2022-10-14,2022-10-14,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
323,REG0001450,1125,F00064,G2022-008,pembidangan,10,2022-10-15,2022-10-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
324,REG0001450,1125,F00064,G2022-008,ojt,11,2022-10-20,2023-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
325,REG0001450,1125,F00064,G2022-008,ujian_ojt,12,2023-04-30,2023-04-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
326,REG0001450,1125,F00064,G2022-008,sk_penempatan,13,2023-05-13,2023-05-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
327,REG0001467,1139,F00168,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
328,REG0001467,1139,F00168,G2024-087,ttd_kontrak,8,2024-09-14,2024-09-14,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
329,REG0001467,1139,F00168,G2024-087,samapta,9,2024-10-04,2024-10-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
330,REG0001467,1139,F00168,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
331,REG0001467,1139,F00168,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
332,REG0001467,1139,F00168,G2024-087,ujian_ojt,12,2025-04-22,2025-04-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
333,REG0001467,1139,F00168,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
334,REG0001498,1166,F00226,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
335,REG0001498,1166,F00226,G2025-092,ttd_kontrak,8,2026-03-11,2026-03-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
336,REG0001498,1166,F00226,G2025-092,samapta,9,2026-04-04,2026-04-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
337,REG0001498,1166,F00226,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
338,REG0001498,1166,F00226,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
339,REG0001501,1169,F00078,G2022-080,pengumuman_akhir,7,2023-05-19,2023-05-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
340,REG0001501,1169,F00078,G2022-080,ttd_kontrak,8,2023-06-09,2023-06-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
341,REG0001501,1169,F00078,G2022-080,samapta,9,2023-06-30,2023-06-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
342,REG0001501,1169,F00078,G2022-080,pembidangan,10,2023-07-03,2023-07-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
343,REG0001501,1169,F00078,G2022-080,ojt,11,2023-07-08,2024-01-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
344,REG0001501,1169,F00078,G2022-080,ujian_ojt,12,2024-01-12,2024-01-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
345,REG0001501,1169,F00078,G2022-080,sk_penempatan,13,2024-01-29,2024-01-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
346,REG0001515,1180,F00080,G2022-080,pengumuman_akhir,7,2023-05-19,2023-05-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
347,REG0001515,1180,F00080,G2022-080,ttd_kontrak,8,2023-06-10,2023-06-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
348,REG0001515,1180,F00080,G2022-080,samapta,9,2023-06-28,2023-06-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
349,REG0001515,1180,F00080,G2022-080,pembidangan,10,2023-07-03,2023-07-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
350,REG0001515,1180,F00080,G2022-080,ojt,11,2023-07-08,2024-01-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
351,REG0001515,1180,F00080,G2022-080,ujian_ojt,12,2024-01-14,2024-01-14,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
352,REG0001515,1180,F00080,G2022-080,sk_penempatan,13,2024-01-29,2024-01-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
353,REG0001569,1223,F00219,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
354,REG0001569,1223,F00219,G2025-092,ttd_kontrak,8,2026-03-12,2026-03-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
355,REG0001569,1223,F00219,G2025-092,samapta,9,2026-04-04,2026-04-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
356,REG0001569,1223,F00219,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
357,REG0001569,1223,F00219,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
358,REG0001577,1230,F00142,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
359,REG0001577,1230,F00142,G2023-086,ttd_kontrak,8,2024-03-30,2024-03-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
360,REG0001577,1230,F00142,G2023-086,samapta,9,2024-04-24,2024-04-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
361,REG0001577,1230,F00142,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
362,REG0001577,1230,F00142,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
363,REG0001577,1230,F00142,G2023-086,ujian_ojt,12,2024-11-12,2024-11-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
364,REG0001577,1230,F00142,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
