kandidat_id,kategori_sertifikasi,tahun,skor
2554,IELTS,2025,83
2554,Microsoft Office,2024,85
2555,TOEFL,2024,75
2556,Pelatihan Bahasa,2024,67
2565,Pelatihan Bahasa,2022,98
2565,Microsoft Office,2022,81
2571,Sertifikat Kompetensi,2018,68
2573,Sertifikasi K3,2021,
2573,IELTS,2022,92
2575,IELTS,2024,73
2584,Sertifikasi K3,2022,
2584,Pelatihan Bahasa,2024,61
2584,Microsoft Office,2023,83
2587,Pelatihan Bahasa,2022,89
2591,Microsoft Office,2025,62
2607,Sertifikat Kompetensi,2022,68
2618,IELTS,2021,85
2626,Pelatihan Bahasa,2021,76
2631,Sertifikasi K3,2023,
2636,TOEIC,2024,88
2636,Microsoft Office,2023,71
2636,TOEFL,2025,95
2648,TOEIC,2025,98
2648,Microsoft Office,2025,72
2652,IELTS,2023,83
2652,TOEFL,2024,60
2652,IELTS,2023,94
2655,Pelatihan Bahasa,2023,84
2656,TOEIC,2024,70
2659,TOEFL,2025,86
2671,IELTS,2020,84
2672,Pelatihan Bahasa,2017,71
2674,Microsoft Office,2023,67
2674,Microsoft Office,2022,81
2684,Sertifikasi K3,2024,
2684,IELTS,2024,78
2685,Pelatihan Bahasa,2020,81
2685,Sertifikasi K3,2022,
2686,Sertifikat Kompetensi,2021,78
2686,Sertifikat Kompetensi,2021,88
2686,Pelatihan Bahasa,2022,83
2687,Microsoft Office,2022,81
2697,Pelatihan Bahasa,2023,76
2699,IELTS,2020,90
2719,IELTS,2023,62
2719,TOEIC,2021,92
2719,IELTS,2022,98
2726,Pelatihan Bahasa,2022,63
2726,Microsoft Office,2022,81
2729,Pelatihan Bahasa,2025,65
2729,Sertifikasi K3,2025,
2729,Microsoft Office,2025,73
2734,Pelatihan Bahasa,2022,71
2734,Sertifikasi K3,2023,
2734,Sertifikasi K3,2022,
2742,IELTS,2025,99
2748,Microsoft Office,2018,69
2749,TOEFL,2023,98
2753,TOEIC,2022,67
2753,IELTS,2022,70
2753,TOEFL,2021,73
2757,TOEFL,2020,88
2757,IELTS,2020,76
2761,TOEIC,2024,71
2761,Sertifikasi K3,2025,
2791,IELTS,2024,74
2800,Microsoft Office,2021,68
2800,TOEIC,2023,72
2814,Pelatihan Bahasa,2019,60
2814,Microsoft Office,2018,67
2819,Sertifikat Kompetensi,2023,75
2825,TOEIC,2022,97
2825,Pelatihan Bahasa,2021,63
2834,Sertifikat Kompetensi,2017,63
2834,Sertifikasi K3,2017,
2834,IELTS,2019,94
2836,IELTS,2020,66
2836,Microsoft Office,2021,78
2839,TOEIC,2025,90
2840,IELTS,2017,60
2840,IELTS,2017,74
2847,Pelatihan Bahasa,2020,88
2847,IELTS,2021,81
2847,IELTS,2021,92
2849,Sertifikat Kompetensi,2024,84
2849,Sertifikasi K3,2025,
2849,TOEFL,2023,94
2850,Pelatihan Bahasa,2022,71
2853,Pelatihan Bahasa,2021,77
2853,TOEIC,2020,66
2853,Pelatihan Bahasa,2021,65
2872,Sertifikasi K3,2021,
2872,Pelatihan Bahasa,2021,83
2872,Pelatihan Bahasa,2021,80
2886,Sertifikat Kompetensi,2023,71
2892,Sertifikat Kompetensi,2025,72
2897,Microsoft Office,2019,72
2897,Pelatihan Bahasa,2017,76
2897,TOEIC,2017,62
2899,Sertifikasi K3,2022,
2899,TOEIC,2021,93
2899,TOEFL,2022,77
2907,TOEIC,2022,91
2907,Pelatihan Bahasa,2021,94
2908,Pelatihan Bahasa,2022,90
2912,TOEFL,2022,78
2914,Sertifikat Kompetensi,2024,92
2914,TOEFL,2023,96
2914,TOEFL,2023,70
2915,Sertifikat Kompetensi,2023,98
2915,Pelatihan Bahasa,2025,89
2923,IELTS,2021,97
2923,Pelatihan Bahasa,2021,94
2923,Microsoft Office,2020,62
2924,Sertifikasi K3,2022,
2924,TOEFL,2023,80
2927,TOEIC,2020,95
2930,Sertifikat Kompetensi,2023,73
2934,Microsoft Office,2024,99
2934,Microsoft Office,2025,77
2934,Sertifikasi K3,2024,
2940,IELTS,2017,71
2940,TOEFL,2018,65
2940,Pelatihan Bahasa,2017,86
2947,TOEFL,2023,84
2951,TOEIC,2020,92
2954,Sertifikasi K3,2024,
2954,Microsoft Office,2025,99
2974,TOEFL,2022,70
2975,Pelatihan Bahasa,2023,86
2987,TOEFL,2023,88
2989,TOEFL,2021,86
2989,Sertifikasi K3,2021,
2990,IELTS,2021,61
2991,IELTS,2022,99
2991,Microsoft Office,2022,73
2991,Pelatihan Bahasa,2021,84
3006,TOEIC,2022,61
3006,Sertifikat Kompetensi,2021,90
3006,IELTS,2022,96
3011,Microsoft Office,2023,81
3011,TOEIC,2024,89
3011,Sertifikat Kompetensi,2024,87
3012,IELTS,2022,81
3012,TOEFL,2023,76
3016,Microsoft Office,2022,75
3016,TOEFL,2022,88
3016,Pelatihan Bahasa,2023,92
3017,Pelatihan Bahasa,2024,97
3035,Pelatihan Bahasa,2019,76
3035,IELTS,2019,61
3035,IELTS,2018,61
3037,TOEFL,2020,79
3037,Sertifikat Kompetensi,2021,79
3037,TOEIC,2020,72
3050,Microsoft Office,2022,63
3050,Sertifikasi K3,2022,
3054,Sertifikat Kompetensi,2022,82
3054,Sertifikat Kompetensi,2021,60
3054,Sertifikasi K3,2021,
3058,Sertifikat Kompetensi,2023,90
3058,Sertifikasi K3,2023,
3060,Sertifikasi K3,2024,
3065,Sertifikasi K3,2024,
3065,TOEIC,2024,65
3065,IELTS,2024,69
3067,Sertifikasi K3,2018,
3068,TOEFL,2021,95
3068,Pelatihan Bahasa,2022,84
3071,TOEFL,2021,82
3076,Pelatihan Bahasa,2018,82
3076,IELTS,2019,99
3087,TOEFL,2020,73
3087,Sertifikat Kompetensi,2021,99
3095,TOEIC,2022,63
3095,TOEIC,2022,63
3095,Sertifikat Kompetensi,2022,71
3115,TOEFL,2020,82
3115,Sertifikasi K3,2020,
3128,IELTS,2025,60
3145,Microsoft Office,2024,69
3157,IELTS,2023,70
3157,IELTS,2023,91
3157,Pelatihan Bahasa,2025,86
3171,Pelatihan Bahasa,2019,92
3173,IELTS,2017,71
3173,TOEIC,2017,78
3173,Microsoft Office,2018,73
3177,Sertifikat Kompetensi,2024,81
3177,Pelatihan Bahasa,2024,73
3177,Sertifikasi K3,2022,
3184,Microsoft Office,2025,66
3186,Sertifikasi K3,2017,
3186,Sertifikasi K3,2019,
3187,Sertifikasi K3,2017,
3187,TOEIC,2017,83
3187,Pelatihan Bahasa,2017,89
3189,TOEFL,2023,62
3189,IELTS,2024,66
3189,Microsoft Office,2024,67
3197,IELTS,2024,89
3197,TOEIC,2025,90
3211,Sertifikat Kompetensi,2019,92
3225,Sertifikat Kompetensi,2018,68
3225,TOEIC,2017,69
3225,Sertifikat Kompetensi,2019,95
3232,TOEIC,2021,73
3232,IELTS,2023,99
3236,TOEIC,2024,62
3236,Sertifikasi K3,2023,
3236,TOEFL,2024,81
3249,Sertifikasi K3,2019,
3249,Sertifikat Kompetensi,2018,94
3249,Sertifikat Kompetensi,2019,91
3251,Pelatihan Bahasa,2021,70
3253,Pelatihan Bahasa,2023,97
3253,Pelatihan Bahasa,2023,89
3254,Pelatihan Bahasa,2024,65
3254,Pelatihan Bahasa,2023,68
3254,TOEIC,2024,77
3260,Sertifikasi K3,2021,
3260,Pelatihan Bahasa,2022,77
3263,Pelatihan Bahasa,2022,95
3269,IELTS,2025,94
3269,TOEIC,2025,89
3270,IELTS,2023,64
3270,Sertifikasi K3,2021,
3271,Pelatihan Bahasa,2019,67
3273,IELTS,2021,81
3273,Microsoft Office,2021,61
3273,TOEFL,2020,78
3278,TOEFL,2023,71
3278,TOEFL,2022,86
3284,IELTS,2025,79
3284,TOEIC,2024,77
3286,Microsoft Office,2025,83
3286,TOEFL,2023,99
3289,IELTS,2024,90
3298,Sertifikat Kompetensi,2022,85
3299,Microsoft Office,2021,83
3299,Sertifikasi K3,2021,
3300,Sertifikat Kompetensi,2023,69
3300,Sertifikat Kompetensi,2024,69
3300,IELTS,2023,75
3311,TOEIC,2023,93
3311,Pelatihan Bahasa,2022,66
3311,Microsoft Office,2023,86
3321,TOEFL,2023,93
3321,IELTS,2023,78
3323,TOEIC,2025,78
3323,IELTS,2025,67
3333,Sertifikat Kompetensi,2025,97
3333,Microsoft Office,2024,71
3334,Sertifikat Kompetensi,2024,89
3334,Sertifikasi K3,2023,
3354,Sertifikat Kompetensi,2021,82
3354,Pelatihan Bahasa,2023,88
3354,Pelatihan Bahasa,2022,77
3359,TOEIC,2017,78
3359,TOEFL,2019,86
3359,IELTS,2019,76
3360,Pelatihan Bahasa,2025,95
3360,Sertifikat Kompetensi,2023,86
3361,Sertifikasi K3,2021,
3361,Microsoft Office,2020,86
3361,Sertifikat Kompetensi,2022,65
3367,Sertifikat Kompetensi,2022,89
3367,Microsoft Office,2022,92
3367,Sertifikasi K3,2021,
3369,IELTS,2021,78
3369,IELTS,2021,77
3369,Pelatihan Bahasa,2021,94
3371,Microsoft Office,2025,85
3371,Sertifikat Kompetensi,2023,73
3371,Microsoft Office,2023,98
3375,Pelatihan Bahasa,2024,75
3375,TOEFL,2023,93
3378,Sertifikasi K3,2021,
3378,TOEIC,2020,80
3378,TOEIC,2022,68
3389,Microsoft Office,2024,94
3389,Sertifikasi K3,2024,
3397,IELTS,2024,96
3397,Pelatihan Bahasa,2023,68
3397,Sertifikasi K3,2024,
3408,Sertifikasi K3,2017,
3408,Sertifikasi K3,2019,
3408,Sertifikat Kompetensi,2018,87
3410,Sertifikat Kompetensi,2024,74
3410,Microsoft Office,2024,83
3412,Pelatihan Bahasa,2019,93
3412,TOEFL,2018,83
3412,TOEFL,2017,95
3414,Sertifikasi K3,2020,
3414,Sertifikat Kompetensi,2022,75
3419,Microsoft Office,2019,63
3419,TOEFL,2019,99
3419,Sertifikat Kompetensi,2017,63
3428,Sertifikasi K3,2024,
3428,TOEIC,2024,80
3428,Pelatihan Bahasa,2023,92
3433,Microsoft Office,2019,86
3433,Sertifikasi K3,2017,
3433,IELTS,2019,72
3436,Pelatihan Bahasa,2022,86
3437,Microsoft Office,2022,68
3440,IELTS,2022,77
3440,TOEIC,2023,96
3444,TOEFL,2020,70
3444,Sertifikasi K3,2021,
3444,Pelatihan Bahasa,2022,79
3446,IELTS,2025,66
3446,TOEIC,2023,77
3446,Pelatihan Bahasa,2023,64
3460,Sertifikasi K3,2018,
3461,TOEFL,2025,66
3461,Pelatihan Bahasa,2024,72
3461,Sertifikat Kompetensi,2024,62
3464,IELTS,2022,82
3464,Sertifikasi K3,2022,
3467,TOEIC,2021,70
3476,Sertifikasi K3,2021,
3476,IELTS,2020,75
3481,Sertifikat Kompetensi,2021,93
3485,TOEFL,2022,66
3486,Sertifikasi K3,2023,
3486,TOEIC,2023,71
3486,IELTS,2023,71
3489,IELTS,2023,77
3489,TOEIC,2023,72
3489,TOEFL,2021,68
3491,Microsoft Office,2018,78
3493,IELTS,2018,85
3493,Microsoft Office,2017,63
3497,Sertifikat Kompetensi,2022,92
3497,IELTS,2020,95
3497,Sertifikasi K3,2022,
3499,Sertifikasi K3,2022,
3503,TOEFL,2020,67
3503,Sertifikasi K3,2020,
3506,Sertifikat Kompetensi,2023,94
3506,IELTS,2023,94
3506,Sertifikat Kompetensi,2021,73
3508,Sertifikat Kompetensi,2024,60
3515,Pelatihan Bahasa,2022,94
3515,Microsoft Office,2021,81
3515,Sertifikasi K3,2021,
3516,Sertifikasi K3,2023,
3516,Microsoft Office,2021,96
3516,Sertifikasi K3,2023,
3518,Microsoft Office,2023,76
3518,TOEFL,2024,77
3528,Sertifikasi K3,2024,
3532,IELTS,2020,65
3532,Sertifikat Kompetensi,2021,77
3535,IELTS,2020,81
3535,TOEIC,2022,81
3535,TOEIC,2020,83
3549,IELTS,2018,74
3549,TOEFL,2019,97
3549,Sertifikat Kompetensi,2019,62
3557,IELTS,2020,73
3557,Sertifikat Kompetensi,2020,83
3560,Microsoft Office,2021,80
3560,IELTS,2021,66
3562,IELTS,2021,60
3566,TOEFL,2025,65
3567,Sertifikasi K3,2023,
3578,Sertifikasi K3,2023,
3578,TOEFL,2023,63
3584,Microsoft Office,2025,84
3601,Microsoft Office,2017,77
3601,TOEIC,2017,60
3601,IELTS,2017,65
3602,Sertifikat Kompetensi,2022,72
3602,TOEFL,2021,67
3603,Sertifikasi K3,2023,
3603,Sertifikasi K3,2024,
3604,Sertifikasi K3,2024,
3608,Sertifikasi K3,2021,
3617,Microsoft Office,2018,71
3617,Microsoft Office,2017,86
3619,Sertifikasi K3,2025,
3619,Microsoft Office,2023,71
3620,TOEIC,2021,63
3624,Microsoft Office,2024,87
3624,Microsoft Office,2025,81
3624,TOEFL,2024,84
3637,Sertifikat Kompetensi,2022,82
3637,Pelatihan Bahasa,2020,76
3652,TOEIC,2025,94
3652,TOEFL,2024,80
3652,Pelatihan Bahasa,2025,70
3657,Pelatihan Bahasa,2022,82
3663,IELTS,2021,89
3663,IELTS,2021,90
3663,Pelatihan Bahasa,2020,69
3671,IELTS,2025,63
3672,IELTS,2020,86
3672,Sertifikat Kompetensi,2021,84
3672,Pelatihan Bahasa,2020,71
3679,Pelatihan Bahasa,2021,70
3679,Sertifikasi K3,2021,
3695,TOEFL,2024,93
3697,IELTS,2024,65
3700,IELTS,2020,62
3700,IELTS,2022,78
3704,Microsoft Office,2023,60
3704,TOEFL,2022,80
3706,Sertifikasi K3,2022,
3718,TOEIC,2019,91
3727,Microsoft Office,2023,62
3735,Sertifikasi K3,2021,
3736,Sertifikasi K3,2020,
3739,IELTS,2022,93
3739,TOEFL,2022,86
3741,IELTS,2022,95
3741,Sertifikasi K3,2021,
3741,Sertifikasi K3,2021,
3742,Microsoft Office,2021,76
3744,TOEIC,2023,72
3744,Sertifikat Kompetensi,2021,87
3744,Pelatihan Bahasa,2022,77
3747,Sertifikat Kompetensi,2022,96
3747,Microsoft Office,2023,71
3767,TOEFL,2021,88
3773,Sertifikat Kompetensi,2022,88
3773,Pelatihan Bahasa,2022,71
3773,Sertifikat Kompetensi,2023,80
3776,Sertifikasi K3,2022,
3776,IELTS,2020,88
3781,Sertifikasi K3,2025,
3781,Microsoft Office,2024,85
3781,TOEIC,2024,89
3785,TOEIC,2021,92
3785,IELTS,2023,93
3786,Microsoft Office,2022,66
3789,TOEIC,2018,87
3789,Microsoft Office,2017,62
3793,Pelatihan Bahasa,2025,89
3793,TOEFL,2024,67
3796,TOEIC,2021,83
3796,TOEIC,2023,70
3796,Pelatihan Bahasa,2021,60
3801,Pelatihan Bahasa,2024,78
3801,IELTS,2024,63
3801,IELTS,2024,96
3804,TOEIC,2025,71
3804,TOEFL,2025,78
3808,Sertifikat Kompetensi,2024,61
3808,TOEFL,2023,94
3808,Microsoft Office,2023,77
3815,Microsoft Office,2024,60
3815,Sertifikat Kompetensi,2025,85
3816,TOEIC,2023,80
3816,TOEIC,2023,73
3818,Sertifikat Kompetensi,2019,65
3820,Sertifikat Kompetensi,2020,82
3820,TOEIC,2022,70
3822,Sertifikat Kompetensi,2023,62
3836,Sertifikasi K3,2025,
3836,IELTS,2024,62
3843,Pelatihan Bahasa,2017,82
3843,Sertifikat Kompetensi,2018,81
3843,Sertifikat Kompetensi,2019,86
3847,IELTS,2025,75
3848,TOEIC,2025,85
3849,Pelatihan Bahasa,2021,95
3849,Sertifikasi K3,2022,
3849,TOEIC,2022,78
3854,Microsoft Office,2024,71
3854,Pelatihan Bahasa,2023,75
3859,Sertifikasi K3,2022,
3859,TOEFL,2022,91
3867,Sertifikasi K3,2019,
3871,TOEIC,2025,76
3877,TOEFL,2019,69
3877,Sertifikat Kompetensi,2019,66
3877,TOEIC,2018,81
3881,Sertifikasi K3,2021,
3881,TOEIC,2022,75
3883,Pelatihan Bahasa,2025,95
3885,Sertifikasi K3,2023,
3885,Sertifikat Kompetensi,2021,86
3907,Sertifikat Kompetensi,2021,94
3907,Pelatihan Bahasa,2021,66
3908,Microsoft Office,2023,63
3911,TOEFL,2022,64
3911,TOEIC,2021,91
3912,TOEIC,2019,83
3912,TOEFL,2019,65
3918,IELTS,2022,67
3923,IELTS,2022,69
3948,TOEIC,2024,70
3948,Sertifikasi K3,2025,
3959,TOEIC,2020,93
3961,Sertifikasi K3,2024,
3961,Pelatihan Bahasa,2023,67
3966,Microsoft Office,2020,90
3966,Microsoft Office,2020,83
3971,Sertifikat Kompetensi,2025,90
3983,TOEIC,2021,60
3983,TOEFL,2020,62
3983,TOEFL,2022,67
3992,TOEIC,2021,76
3992,TOEIC,2022,69
3992,IELTS,2021,98
3998,Sertifikat Kompetensi,2024,74
3998,Sertifikasi K3,2025,
4002,Pelatihan Bahasa,2024,73
4002,Sertifikasi K3,2023,
4005,Sertifikat Kompetensi,2025,71
4005,Microsoft Office,2024,62
4009,Sertifikat Kompetensi,2022,62
4020,IELTS,2024,71
4020,Pelatihan Bahasa,2023,67
4021,Sertifikasi K3,2020,
4034,IELTS,2023,78
4034,TOEIC,2025,79
4034,Pelatihan Bahasa,2023,86
4037,TOEFL,2025,92
4037,Sertifikat Kompetensi,2025,65
4042,TOEFL,2024,61
4042,Microsoft Office,2024,99
4042,IELTS,2024,68
4044,IELTS,2023,78
4056,IELTS,2025,68
4056,Pelatihan Bahasa,2025,62
4058,IELTS,2020,99
4058,Pelatihan Bahasa,2020,75
4059,TOEIC,2025,77
4060,TOEFL,2023,94
4066,TOEIC,2021,74
4068,TOEFL,2021,69
4082,Sertifikat Kompetensi,2021,89
4082,Sertifikasi K3,2022,
4085,TOEFL,2021,63
4085,Sertifikasi K3,2021,
4085,TOEFL,2022,95
4095,Sertifikasi K3,2019,
4095,TOEFL,2019,72
4098,IELTS,2020,85
4098,IELTS,2021,98
4109,TOEIC,2025,95
4109,IELTS,2024,65
4109,Microsoft Office,2025,70
4111,IELTS,2021,91
4111,Microsoft Office,2022,61
4111,Pelatihan Bahasa,2023,82
4112,Microsoft Office,2021,82
4118,Microsoft Office,2018,84
4127,Microsoft Office,2023,97
4127,Sertifikat Kompetensi,2024,65
4135,TOEIC,2022,89
4135,TOEFL,2020,87
4139,Sertifikat Kompetensi,2021,62
4139,TOEFL,2021,61
4141,Microsoft Office,2022,68
4141,Microsoft Office,2023,65
4142,Sertifikasi K3,2022,
4142,Sertifikasi K3,2022,
4142,Sertifikasi K3,2021,
4143,IELTS,2023,97
4154,Sertifikat Kompetensi,2022,68
4155,Pelatihan Bahasa,2022,97
4155,Sertifikat Kompetensi,2021,85
4165,Pelatihan Bahasa,2017,68
4166,IELTS,2021,91
4166,Microsoft Office,2023,96
4166,Microsoft Office,2021,78
4175,IELTS,2023,76
4175,TOEFL,2023,67
4180,Pelatihan Bahasa,2025,81
4180,IELTS,2024,65
4180,TOEFL,2024,76
4183,TOEFL,2023,82
4183,TOEIC,2021,99
4183,TOEFL,2021,81
4186,IELTS,2023,68
4201,TOEFL,2025,87
4203,TOEFL,2025,89
4203,Pelatihan Bahasa,2024,75
4207,IELTS,2022,92
4207,Sertifikat Kompetensi,2021,88
4218,TOEFL,2020,91
4218,TOEIC,2020,82
4218,Sertifikat Kompetensi,2020,89
4219,Pelatihan Bahasa,2019,94
4221,TOEIC,2023,75
4221,TOEIC,2023,79
4228,TOEFL,2020,60
4228,Pelatihan Bahasa,2020,95
4228,IELTS,2021,76
4233,Microsoft Office,2021,64
4233,TOEIC,2021,99
4233,Sertifikat Kompetensi,2022,61
4235,Pelatihan Bahasa,2021,81
4235,Sertifikat Kompetensi,2021,67
4235,Sertifikasi K3,2023,
4240,TOEFL,2022,93
4240,Sertifikasi K3,2021,
4240,Sertifikat Kompetensi,2020,78
4263,TOEIC,2023,84
4264,Sertifikasi K3,2021,
4264,Microsoft Office,2022,97
4264,TOEIC,2022,77
4269,Microsoft Office,2022,81
4269,Microsoft Office,2021,97
4269,Microsoft Office,2020,71
4274,TOEIC,2022,80
4276,Pelatihan Bahasa,2024,67
4276,Microsoft Office,2025,76
4276,Pelatihan Bahasa,2023,94
4279,TOEIC,2019,94
4279,IELTS,2017,64
4281,TOEIC,2020,74
4281,TOEIC,2022,77
4283,IELTS,2024,62
4283,Sertifikasi K3,2024,
4287,Microsoft Office,2022,97
4288,Sertifikasi K3,2022,
4288,Sertifikasi K3,2021,
4299,Sertifikasi K3,2023,
4299,Sertifikasi K3,2022,
4310,TOEFL,2019,76
4310,Sertifikasi K3,2017,
4310,TOEFL,2018,75
4324,IELTS,2020,99
4324,Microsoft Office,2021,71
4324,IELTS,2021,83
4327,Pelatihan Bahasa,2021,81
4327,Microsoft Office,2021,97
4328,Pelatihan Bahasa,2024,97
4328,TOEFL,2025,89
4328,Sertifikat Kompetensi,2025,96
4344,Sertifikasi K3,2021,
4344,IELTS,2020,76
4346,Pelatihan Bahasa,2021,70
4346,IELTS,2020,72
4346,Sertifikat Kompetensi,2022,73
4349,Pelatihan Bahasa,2022,79
4352,Sertifikat Kompetensi,2017,99
4354,Pelatihan Bahasa,2019,80
4358,TOEFL,2023,93
4358,Pelatihan Bahasa,2021,63
4358,Microsoft Office,2021,68
4359,Microsoft Office,2022,99
4359,Sertifikat Kompetensi,2022,99
4359,TOEIC,2021,72
4368,Sertifikat Kompetensi,2023,85
4379,Microsoft Office,2017,95
4379,TOEIC,2018,85
4379,IELTS,2018,77
4382,Sertifikasi K3,2024,
4382,Sertifikasi K3,2024,
4385,TOEIC,2025,63
4385,IELTS,2023,83
4385,Sertifikasi K3,2024,
4390,IELTS,2025,70
4392,Sertifikasi K3,2025,
4392,Microsoft Office,2025,85
4392,Pelatihan Bahasa,2025,67
4393,Sertifikat Kompetensi,2021,86
4405,TOEIC,2021,66
4405,Sertifikasi K3,2022,
4405,Microsoft Office,2021,67
4407,Sertifikat Kompetensi,2023,85
4407,Microsoft Office,2022,64
4411,TOEIC,2024,79
4411,Pelatihan Bahasa,2025,99
4441,TOEIC,2024,99
4441,TOEFL,2025,90
4441,Pelatihan Bahasa,2023,85
4442,Sertifikat Kompetensi,2021,67
4447,Sertifikat Kompetensi,2022,87
4447,IELTS,2022,91
4447,Pelatihan Bahasa,2022,71
4448,Pelatihan Bahasa,2021,86
4448,Sertifikat Kompetensi,2022,78
4448,Sertifikasi K3,2023,
4459,IELTS,2022,64
4459,Microsoft Office,2020,67
4467,TOEIC,2024,75
4467,Microsoft Office,2025,95
4475,IELTS,2024,62
4475,TOEIC,2023,61
4477,Sertifikasi K3,2023,
4477,Pelatihan Bahasa,2023,99
4477,Sertifikat Kompetensi,2021,86
4482,Sertifikasi K3,2024,
4485,TOEFL,2023,83
4485,Microsoft Office,2023,99
4485,Sertifikat Kompetensi,2025,94
4495,Sertifikasi K3,2022,
4495,Sertifikat Kompetensi,2020,77
4497,Pelatihan Bahasa,2022,80
4500,Microsoft Office,2020,75
4500,Pelatihan Bahasa,2020,92
4508,Sertifikasi K3,2024,
4511,Microsoft Office,2023,91
4511,TOEIC,2025,62
4515,TOEFL,2023,97
4515,IELTS,2023,93
4516,Microsoft Office,2024,71
4521,Microsoft Office,2020,87
4523,Pelatihan Bahasa,2021,94
4523,Sertifikasi K3,2020,
4523,Sertifikasi K3,2020,
4529,IELTS,2022,64
4529,TOEFL,2022,71
4529,Sertifikasi K3,2022,
4532,TOEIC,2021,80
4532,Pelatihan Bahasa,2022,79
4536,Sertifikasi K3,2023,
4536,Microsoft Office,2025,72
4536,Microsoft Office,2025,74
4544,Sertifikasi K3,2018,
4544,TOEIC,2019,85
4547,IELTS,2017,65
4547,Sertifikasi K3,2017,
4554,Sertifikasi K3,2025,
4555,IELTS,2023,86
4560,TOEFL,2023,78
4565,TOEFL,2023,81
4565,Sertifikat Kompetensi,2023,94
4565,Sertifikat Kompetensi,2023,85
4566,IELTS,2020,76
4574,Microsoft Office,2024,80
4574,Sertifikasi K3,2025,
4574,IELTS,2025,85
4580,Sertifikat Kompetensi,2021,92
4580,Sertifikat Kompetensi,2020,78
4580,Pelatihan Bahasa,2022,80
4585,Sertifikat Kompetensi,2024,82
4587,Sertifikat Kompetensi,2023,76
4595,IELTS,2022,89
4599,IELTS,2023,71
4608,IELTS,2025,73
4612,TOEFL,2021,83
4612,Pelatihan Bahasa,2020,91
4612,TOEIC,2020,81
4616,TOEIC,2019,61
4616,Sertifikasi K3,2018,
4628,Sertifikat Kompetensi,2025,96
4643,TOEFL,2023,90
4643,Sertifikasi K3,2023,
4646,TOEIC,2021,89
4646,IELTS,2020,89
4646,TOEIC,2021,95
4648,Sertifikasi K3,2021,
4648,Sertifikat Kompetensi,2021,61
4648,Sertifikasi K3,2022,
4649,Pelatihan Bahasa,2021,98
4649,Sertifikasi K3,2022,
4650,Pelatihan Bahasa,2022,72
4650,Microsoft Office,2020,98
4652,Microsoft Office,2025,80
4654,Pelatihan Bahasa,2017,82
4655,TOEIC,2021,96
4662,Pelatihan Bahasa,2017,73
4664,Microsoft Office,2025,92
4664,Pelatihan Bahasa,2024,60
4667,TOEIC,2023,73
4667,Microsoft Office,2024,60
4670,Sertifikat Kompetensi,2021,61
4673,Microsoft Office,2020,82
4673,Pelatihan Bahasa,2020,70
4683,TOEIC,2022,75
4691,TOEIC,2022,88
4692,TOEIC,2021,68
4695,Sertifikasi K3,2023,
4695,Sertifikasi K3,2024,
4699,Microsoft Office,2022,77
4699,Sertifikasi K3,2022,
4699,Microsoft Office,2021,97
4701,IELTS,2022,85
4701,TOEFL,2022,97
4701,IELTS,2022,63
4705,TOEIC,2021,60
4705,Sertifikasi K3,2022,
4714,Pelatihan Bahasa,2018,63
4714,Pelatihan Bahasa,2019,65
4714,IELTS,2018,89
4717,Sertifikasi K3,2023,
4717,Sertifikasi K3,2023,
4731,Sertifikat Kompetensi,2022,81
4731,Sertifikat Kompetensi,2020,76
4742,Sertifikasi K3,2024,
4742,TOEIC,2023,72
4742,Sertifikat Kompetensi,2023,81
4743,Microsoft Office,2025,93
4743,Sertifikat Kompetensi,2025,82
4754,Sertifikasi K3,2019,
4754,TOEFL,2017,82
4754,TOEIC,2018,90
4755,Sertifikat Kompetensi,2021,73
4755,IELTS,2022,92
4755,TOEFL,2021,68
4756,TOEFL,2021,60
4756,Microsoft Office,2020,68
4756,Pelatihan Bahasa,2021,93
4757,IELTS,2021,92
4760,Pelatihan Bahasa,2022,75
4760,TOEIC,2021,93
4761,Sertifikasi K3,2021,
4761,Microsoft Office,2022,72
4761,Pelatihan Bahasa,2023,60
4780,Sertifikat Kompetensi,2019,85
4780,TOEFL,2018,97
4793,TOEFL,2020,74
4793,Microsoft Office,2021,68
4796,Sertifikat Kompetensi,2023,84
4796,Sertifikasi K3,2025,
4796,TOEFL,2024,96
4801,Sertifikat Kompetensi,2023,88
4803,Microsoft Office,2024,91
4803,Microsoft Office,2025,96
4803,Sertifikat Kompetensi,2025,61
4809,Microsoft Office,2022,84
4809,Pelatihan Bahasa,2023,77
4809,Sertifikat Kompetensi,2021,69
4813,Sertifikasi K3,2023,
4813,IELTS,2025,81
4817,Pelatihan Bahasa,2020,79
4817,TOEIC,2022,79
4817,Pelatihan Bahasa,2022,72
4818,Microsoft Office,2022,86
4818,TOEFL,2021,91
4818,Sertifikat Kompetensi,2023,76
4819,IELTS,2023,72
4826,Sertifikasi K3,2019,
4826,Sertifikat Kompetensi,2017,65
4826,Sertifikasi K3,2017,
4831,TOEIC,2025,60
4834,Microsoft Office,2017,64
4834,TOEFL,2019,65
4835,Pelatihan Bahasa,2024,75
4835,Microsoft Office,2023,99
4835,TOEIC,2025,63
4838,Pelatihan Bahasa,2024,77
4838,TOEIC,2024,81
4838,Microsoft Office,2023,65
4853,Pelatihan Bahasa,2023,86
4853,IELTS,2025,67
4853,Sertifikat Kompetensi,2024,69
4857,Microsoft Office,2022,66
4857,TOEFL,2021,78
4862,Sertifikat Kompetensi,2024,86
