penempatan_id,pendaftaran_id,kandidat_id,tahun_program,jenis_penempatan,status_sk,sub_bidang,bidang_pembidangan,updl_id,kode_grade,unit_induk,nama_posisi,perusahaan_subholding,sumber_penempatan
138,REG0004021,3165,2022,INDUK,SUDAH,Distribusi,Distribusi,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,TECHNICIAN PDKB,,TURUNAN
139,REG0004038,3177,2024,INDUK,SUDAH,Pembangkitan,Pembangkitan,8218,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,,TURUNAN
140,REG0004040,3179,2019,INDUK,SUDAH,Distribusi,Distribusi,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN PDKB,,TURUNAN
141,REG0004042,3180,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8212,G2,,,ICON,DIMODELKAN
142,REG0004049,3185,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
143,REG0004068,3200,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8218,G1,,,,DIMODELKAN
144,REG0004078,3209,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Keuangan,8220,G2,,,IP,DIMODELKAN
145,REG0004084,3214,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,JUNIOR OFFICER PENGADAAN TANAH DAN PENGENDALIAN ROW,,TURUNAN
146,REG0004170,3280,2019,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8215,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER PENGELOLAAN KENDARAAN,,TURUNAN
147,REG0004186,3294,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
148,REG0004187,3295,2023,SUBHOLDING,SUDAH,Perencanaan dan Kinerja,Manajemen Konstruksi dan Pengadaan,8213,G2,,,ND,DIMODELKAN
149,REG0004196,3302,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8212,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR OFFICER PELAYANAN PELANGGAN,,TURUNAN
150,REG0004218,3315,2024,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER PERENCANAAN SISTEM KELISTRIKAN,,TURUNAN
151,REG0004347,3423,2019,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,TECHNICIAN PENGENDALIAN SUSUT,,TURUNAN
152,REG0004451,3513,2025,SUBHOLDING,BELUM,Komunikasi dan Umum,Pembangkitan,8211,G2,,,IP,DIMODELKAN
153,REG0004466,3526,2023,SUBHOLDING,SUDAH,Perencanaan Sistem,Pembangkitan,8211,G2,,,IP,DIMODELKAN
154,REG0004467,3527,2022,INDUK,SUDAH,Distribusi,Distribusi,8220,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN PDKB,,TURUNAN
155,REG0004499,3555,2024,SUBHOLDING,SUDAH,Pembangkitan,Distribusi,8218,G2,,,BTM,DIMODELKAN
156,REG0004514,3566,2025,SUBHOLDING,BELUM,Distribusi,Pembangkitan,8213,G2,,,NP,DIMODELKAN
157,REG0004542,3585,2025,SUBHOLDING,BELUM,Keuangan dan Akuntansi,Transmisi dan Gardu Induk,8217,G2,,,ES,DIMODELKAN
158,REG0004561,3597,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8220,G2,,,,DIMODELKAN
159,REG0004589,3620,2023,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Pembangkitan,8212,G1,,,NP,DIMODELKAN
160,REG0004590,3621,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8212,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
161,REG0004600,3629,2025,SUBHOLDING,BELUM,Distribusi,Manajemen Konstruksi dan Pengadaan,8213,G2,,,ND,DIMODELKAN
162,REG0004631,3653,2025,SUBHOLDING,BELUM,Pembangkitan,Manajemen Konstruksi dan Pengadaan,8215,G1,,,ND,DIMODELKAN
163,REG0004645,3664,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8214,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
164,REG0004659,3676,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8211,G3,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,SENIOR OFFICER PERFORMANCE ASSISTANT to MANAGER,,TURUNAN
165,REG0004730,3734,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8212,G2,PT PLN (PERSERO) PUSAT SERTIFIKASI,TECHNICIAN PENGELOLAAN INSPEKSI TRANSMISI DAN GARDU INDUK,,TURUNAN
166,REG0004741,3742,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Perencanaan Sistem,8212,G2,,,EPI,DIMODELKAN
167,REG0004751,3752,2025,INDUK,BELUM,Distribusi,Distribusi,8211,G2,,,,DIMODELKAN
168,REG0004817,3802,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8216,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
169,REG0004869,3847,2025,INDUK,BELUM,Teknologi Informasi,SDM,8215,G3,,,,DIMODELKAN
170,REG0004871,3849,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8214,G2,,,ICON,DIMODELKAN
171,REG0004977,3933,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8224,G2,,,ICON,DIMODELKAN
172,REG0005022,3967,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
173,REG0005133,4056,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8213,G2,,,,DIMODELKAN
174,REG0005231,4137,2023,INDUK,SUDAH,Distribusi,Distribusi,8215,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN PDKB,,TURUNAN
175,REG0005246,4146,2024,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Transmisi dan Gardu Induk,8214,G2,,,HLY,DIMODELKAN
176,REG0005290,4175,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8214,G1,,,,DIMODELKAN
177,REG0005335,4210,2024,SUBHOLDING,SUDAH,Pembangkitan,Pembangkitan,8220,G1,,,BTM,DIMODELKAN
178,REG0005380,4246,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8224,G2,,,,DIMODELKAN
179,REG0005382,4247,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8211,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN NUSA TENGGARA,OFFICER PERIZINAN DAN PERTANAHAN,,TURUNAN
180,REG0005412,4269,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
181,REG0005415,4270,2025,INDUK,BELUM,Distribusi,Distribusi,8214,G2,,,,DIMODELKAN
182,REG0005420,4273,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Manajemen Digital,8212,G1,,,ICON,DIMODELKAN
183,REG0005437,4284,2019,INDUK,SUDAH,Distribusi,Distribusi,8214,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,JUNIOR TECHNICIAN PDKB,,TURUNAN
184,REG0005443,4286,2024,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Keuangan,8213,G2,,,ICON,DIMODELKAN
185,REG0005450,4290,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8217,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
186,REG0005486,4319,2025,SUBHOLDING,BELUM,Distribusi,Pembangkitan,8211,G1,,,NP,DIMODELKAN
187,REG0005525,4349,2023,INDUK,SUDAH,Distribusi,Distribusi,8213,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
188,REG0005534,4356,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Niaga,8224,G1,,,ICON,DIMODELKAN
189,REG0005583,4391,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,,,,DIMODELKAN
190,REG0005639,4434,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Proteksi dan Kontrol,8224,G2,,,ES,DIMODELKAN
191,REG0005662,4452,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8218,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
192,REG0005670,4457,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8216,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
193,REG0005763,4536,2025,SUBHOLDING,BELUM,Hukum dan Kepatuhan,Perencanaan Sistem,8213,G2,,,IP,DIMODELKAN
194,REG0005772,4544,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SULAWESI,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",,TURUNAN
195,REG0005841,4601,2024,SUBHOLDING,SUDAH,Distribusi,Distribusi,8211,G1,,,HLY,DIMODELKAN
196,REG0005876,4628,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,,,,DIMODELKAN
197,REG0005918,4669,2020,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,,TURUNAN
198,REG0005978,4718,2023,SUBHOLDING,SUDAH,Proteksi dan Kontrol,SDM,8215,G2,,,IP,DIMODELKAN
199,REG0005991,4730,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
200,REG0006008,4745,2025,INDUK,BELUM,Distribusi,Distribusi,8218,G2,,,,DIMODELKAN
201,REG0006127,4845,2025,INDUK,BELUM,Perencanaan dan Kinerja,SDM,8213,G2,,,,DIMODELKAN
202,REG0006148,4861,2019,INDUK,SUDAH,Distribusi,Distribusi,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,,TURUNAN
203,REG0006187,4893,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8219,G1,,,,DIMODELKAN
204,REG0006203,4905,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8214,G2,,,,DIMODELKAN
205,REG0006231,4928,2025,SUBHOLDING,BELUM,Distribusi,Keuangan,8217,G2,,,NP,DIMODELKAN
206,REG0006240,4934,2020,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,,TURUNAN
207,REG0006273,4962,2025,SUBHOLDING,BELUM,Proteksi dan Kontrol,Pembangkitan,8214,G1,,,IP,DIMODELKAN
208,REG0006288,4975,2024,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Distribusi,8213,G2,,,BTM,DIMODELKAN
209,REG0006311,4995,2025,SUBHOLDING,BELUM,Pembangkitan,SDM,8220,G2,,,ES,DIMODELKAN
210,REG0006340,5016,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Transmisi dan Gardu Induk,8216,G2,,,ES,DIMODELKAN
211,REG0006347,5022,2022,INDUK,SUDAH,K3 dan Lingkungan,SDM,8224,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,"JUNIOR OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",,TURUNAN
212,REG0006416,5073,2023,INDUK,SUDAH,Distribusi,Distribusi,8220,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,,TURUNAN
213,REG0006443,5095,2024,SUBHOLDING,SUDAH,Audit dan Risiko,Manajemen Digital,8213,G1,,,ICON,DIMODELKAN
214,REG0006448,5100,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER LOGISTIK LAYANAN PELANGGAN,,TURUNAN
215,REG0006500,5144,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8215,G2,,,,DIMODELKAN
216,REG0006506,5149,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8218,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,JUNIOR OFFICER PELAYANAN PELANGGAN,,TURUNAN
217,REG0006531,5172,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8215,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,OFFICER PELAKSANA PENGADAAN,,TURUNAN
218,REG0006534,5175,2019,SUBHOLDING,SUDAH,Distribusi,SDM,8215,G2,,,EPI,DIMODELKAN
219,REG0006542,5181,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8211,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,,TURUNAN
220,REG0006569,5207,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Niaga,8224,G2,,,ICON,DIMODELKAN
221,REG0006573,5211,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8214,G1,,,,DIMODELKAN
222,REG0006578,5215,2022,SUBHOLDING,SUDAH,Teknologi Informasi,SDM,8217,G3,,,IP,DIMODELKAN
223,REG0006590,5223,2025,INDUK,BELUM,Hukum dan Kepatuhan,SDM,8220,G2,,,,DIMODELKAN
224,REG0006644,5258,2020,INDUK,SUDAH,Distribusi,Distribusi,8214,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,,TURUNAN
225,REG0006649,5262,2022,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TECHNICIAN PENGATURAN OPERASI,,TURUNAN
226,REG0006674,5284,2023,INDUK,SUDAH,Distribusi,Distribusi,8219,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
227,REG0006691,5297,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDUINDUK",,TURUNAN
228,REG0006697,5301,2025,SUBHOLDING,BELUM,Distribusi,Keuangan,8214,G1,,,IP,DIMODELKAN
229,REG0006699,5303,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8216,G1,,,,DIMODELKAN
230,REG0006706,5307,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
231,REG0006779,5363,2025,SUBHOLDING,BELUM,Perencanaan Sistem,SDM,8224,G2,,,NP,DIMODELKAN
232,REG0006811,5388,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8218,G2,,,,DIMODELKAN
233,REG0006822,5398,2025,SUBHOLDING,BELUM,Teknologi Informasi,Pembangkitan,8217,G1,,,NP,DIMODELKAN
234,REG0006831,5406,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8213,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PELAKSANA PENGADAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
235,REG0006835,5408,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Pembangkitan,8224,G2,,,NP,DIMODELKAN
236,REG0006844,5414,2025,SUBHOLDING,BELUM,Komunikasi dan Umum,Niaga,8211,G1,,,ND,DIMODELKAN
237,REG0006875,5439,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8218,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",JUNIOR TECHNICIAN PENGATURAN OPERASI,,TURUNAN
238,REG0006924,5477,2023,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Pembangkitan,8220,G2,,,NP,DIMODELKAN
239,REG0006932,5484,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8215,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,OFFICER PENGENDALIAN KONSTRUKSI,,TURUNAN
240,REG0006945,5494,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8215,G2,,,ICON,DIMODELKAN
241,REG0006947,5496,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8218,G2,,,ICON,DIMODELKAN
242,REG0006956,5504,2019,INDUK,SUDAH,Distribusi,Distribusi,8220,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
243,REG0006959,5507,2024,SUBHOLDING,SUDAH,Pembangkitan,Pembangkitan,8214,G2,,,BTM,DIMODELKAN
244,REG0006976,5521,2023,INDUK,SUDAH,Pembangkitan,Pembangkitan,8220,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3B",,TURUNAN
245,REG0006984,5525,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8216,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
246,REG0007046,5576,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8218,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER AKUNTANSI UMUM DAN BIAYA,,TURUNAN
247,REG0007064,5589,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8215,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
248,REG0007076,5600,2025,INDUK,BELUM,Sumber Daya Manusia,SDM,8215,G2,,,,DIMODELKAN
249,REG0007085,5609,2023,INDUK,SUDAH,Distribusi,Distribusi,8214,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
250,REG0007123,5637,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Perencanaan Sistem,8215,G2,,,IP,DIMODELKAN
251,REG0007155,5665,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8224,G2,,,,DIMODELKAN
252,REG0007170,5676,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Niaga,8213,G1,,,ND,DIMODELKAN
253,REG0007245,5740,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8211,G2,,,ICON,DIMODELKAN
254,REG0007265,5755,2019,INDUK,SUDAH,K3 dan Lingkungan,SDM,8211,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",,TURUNAN
255,REG0007299,5779,2024,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Keuangan,8215,G2,,,ICON,DIMODELKAN
256,REG0007584,6009,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8216,G2,,,,DIMODELKAN
257,REG0007589,6012,2019,INDUK,SUDAH,Pembangkitan,Pembangkitan,8220,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PELAKSANA PENGADAAN EPC PEMBANGKIT NON EBT,,TURUNAN
258,REG0007627,6042,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8216,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
259,REG0007660,6067,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8213,G2,,,ICON,DIMODELKAN
260,REG0007676,6080,2023,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
261,REG0007688,6089,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8217,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PEMBAYARAN UNIT,,TURUNAN
262,REG0007689,6090,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
263,REG0007710,6106,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8216,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,JUNIOR OFFICER KEUANGAN,,TURUNAN
264,REG0007727,6117,2025,INDUK,BELUM,Distribusi,Distribusi,8218,G2,,,,DIMODELKAN
265,REG0007773,6150,2019,SUBHOLDING,SUDAH,Distribusi,Manajemen Konstruksi dan Pengadaan,8211,G2,,,ND,DIMODELKAN
266,REG0007779,6154,2020,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,,TURUNAN
267,REG0007822,6187,2025,SUBHOLDING,BELUM,Pembangkitan,Proteksi dan Kontrol,8224,G1,,,ES,DIMODELKAN
268,REG0007851,6210,2020,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8218,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
269,REG0007865,6220,2023,INDUK,SUDAH,Distribusi,Distribusi,8214,G2,PT PLN (PERSERO) PUSAT SERTIFIKASI,TECHNICIAN PENGELOLAAN INSPEKSI DISTRIBUSI,,TURUNAN
270,REG0007869,6223,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
271,REG0007913,6260,2025,INDUK,BELUM,Proteksi dan Kontrol,Proteksi dan Kontrol,8219,G2,,,,DIMODELKAN
272,REG0007915,6262,2020,INDUK,SUDAH,Distribusi,Distribusi,8212,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,OFFICER KINERJA JARINGAN DAN KONSTRUKSI,,TURUNAN
273,REG0007937,6279,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,,,,DIMODELKAN
274,REG0008005,6334,2019,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8214,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER AUDIT KEUANGAN KORPORASI 2,,TURUNAN
275,REG0008076,6393,2024,INDUK,SUDAH,Sumber Daya Manusia,SDM,8215,G2,PT PLN (PERSERO) PUSAT PENDIDIKAN DAN PELATIHAN (CORPORATE UNIVERSITY),OFFICER PENYELENGGARAAN PEMBELAJARAN NON TEKNIK,,TURUNAN
276,REG0008136,6442,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8215,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN PDKB GI/GITET,,TURUNAN
