no,tahun_program,holding_ap_sh,holding_subholding,unit_pelaksana,jabatan,jurusan_pendidikan,jumlah,pendidikan,keterangan,sub_bidang,level,usulan_sebelum_potong
136,2019,HOLDING,UID Riau & Kepri,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.587
137,2019,HOLDING,UID Jawa Tengah & DIY,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.566
138,2019,HOLDING,UID Sumut,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.559
139,2019,HOLDING,Kantor Pusat,,OFFICER ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,2.551
140,2019,HOLDING,UID Sulselrabar,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.549
141,2019,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.54
142,2019,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.54
143,2019,HOLDING,UID Suluttenggo,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.526
144,2019,HOLDING,P3B Sumatera,,OFFICER KINERJA OPERASI SISTEM,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2019,Perencanaan Sistem,2,2.518
145,2019,HOLDING,PUSDIKLAT,,OFFICER KINERJA PELAKSANAAN PEMBELAJARAN,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2019,Sumber Daya Manusia,2,2.5
146,2019,HOLDING,UID Kaltimra,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.492
147,2019,HOLDING,UID Banten,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,2.45
148,2019,HOLDING,UID Banten,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.45
149,2019,HOLDING,UID Jawa Tengah & DIY,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,2.424
150,2019,HOLDING,UIP Sumatera Bag Tengah,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.419
151,2019,HOLDING,UIW Maluku&Malut,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,2.399
152,2019,HOLDING,UIW Maluku&Malut,,OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.399
153,2019,HOLDING,UIW Maluku&Malut,,OFFICER STRATEGI PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,2.399
154,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,2.399
155,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,2.399
156,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.399
157,2019,HOLDING,UID Kalbar,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.363
158,2019,HOLDING,UID Kalselteng,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.352
159,2019,HOLDING,UID Suluttenggo,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.316
160,2019,HOLDING,UID Aceh,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.289
161,2019,HOLDING,P3B Sumatera,,OFFICER KINERJA FASILITAS OPERASI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,2.289
162,2019,HOLDING,UIP JBT,,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.286
163,2019,HOLDING,UIP Kalimantan Bag Timur,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.268
164,2019,HOLDING,UIW Papua&Papua Barat,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.258
165,2019,HOLDING,UID Jawa Barat,,OFFICER PELAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2019,Niaga dan Pemasaran,2,2.248
166,2019,HOLDING,UID Jawa Barat,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.248
167,2019,HOLDING,UID Sulselrabar,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,2.202
168,2019,HOLDING,UID Aceh,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,2.162
169,2019,HOLDING,UID Aceh,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.162
170,2019,HOLDING,UID S2JB,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.156
171,2019,HOLDING,UIT JBTB,,OFFICER ENJINIRING,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2019,Perencanaan Sistem,2,2.149
172,2019,HOLDING,UIT JBTB,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.149
173,2019,HOLDING,UID Kalbar,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.127
174,2019,HOLDING,UIP JBT,,TECHNICIAN PROJECT SITE,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.123
175,2019,HOLDING,UID Jawa Timur,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.121
176,2019,HOLDING,UID Jawa Timur,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.121
177,2019,HOLDING,UID Suluttenggo,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.105
178,2019,HOLDING,PUSHARLIS,,TECHNICIAN PRODUKSI MEKANIKAL,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.099
179,2019,HOLDING,UID Sumut,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.094
180,2019,HOLDING,UID Jakarta Raya,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,2.076
181,2019,HOLDING,UIP Kalimantan Bag Barat,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,2.071
182,2019,HOLDING,UIP Sumatera Bag Utara,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,2.064
183,2019,HOLDING,P3B Sumatera,,TECHNICIAN PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,2.06
184,2019,HOLDING,UID Aceh,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,2.034
185,2019,HOLDING,UID Aceh,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,2.034
186,2019,HOLDING,UID Jawa Barat,,OFFICER KINERJA NIAGA DAN PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2019,Niaga dan Pemasaran,2,2.024
187,2019,HOLDING,UID Jawa Barat,,TECHNICIAN PENGATURAN OPERASI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2019,Perencanaan Sistem,2,2.024
188,2019,HOLDING,UID Kalselteng,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,2.016
189,2019,HOLDING,UID Jawa Tengah & DIY,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.996
190,2019,HOLDING,UIW NusaTenggara Barat,,TECHNICIAN OPERASI PUSAT LISTRIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,1.988
191,2019,HOLDING,UIW Papua&Papua Barat,,OFFICER NIAGA DAN PELAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,1.975
192,2019,HOLDING,UIW Papua&Papua Barat,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,1.975
193,2019,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.975
194,2019,HOLDING,PUSDIKLAT,,OFFICER PENYELENGGARAAN PEMBELAJARAN,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2019,Sumber Daya Manusia,2,1.944
195,2019,HOLDING,UIT JBB,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.943
196,2019,HOLDING,UIT JBB,,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.943
197,2019,HOLDING,UIT JBTB,,"OFFICER ASESMEN, DIAGNOSA DAN PENGELOLAAN DATA",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2019,Sumber Daya Manusia,2,1.934
198,2019,HOLDING,UIT JBTB,,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.934
199,2019,HOLDING,UIT JBTB,,"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDUINDUK",S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.934
200,2019,HOLDING,UID Suluttenggo,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.895
201,2019,HOLDING,UID Suluttenggo,,OFFICER NIAGA DAN PELAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,1.895
202,2019,HOLDING,UID Kalbar,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,1.891
203,2019,HOLDING,UID Jakarta Raya,,TECHNICIAN PENGENDALIAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.869
204,2019,HOLDING,UID Lampung,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.869
205,2019,HOLDING,UID Lampung,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.869
206,2019,HOLDING,UID Lampung,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.869
207,2019,HOLDING,UID S2JB,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,1.869
208,2019,HOLDING,UID Sumut,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.861
209,2019,HOLDING,UID Sumbar,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.848
210,2019,HOLDING,UID Sumbar,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.848
211,2019,HOLDING,P3B Sumatera,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.831
212,2019,HOLDING,P3B Sumatera,,"OFFICER ASESMEN, DIAGNOSA DAN PENGOLAHAN DATA",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2019,Sumber Daya Manusia,2,1.831
213,2019,HOLDING,P3B Sumatera,,OFFICER LINGKUNGAN,S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2019,K3 dan Lingkungan,2,1.831
214,2019,HOLDING,P3B Sumatera,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.831
215,2019,HOLDING,UID Jawa Timur,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.818
216,2019,HOLDING,UID Jawa Timur,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.818
217,2019,HOLDING,UIP Sulawesi,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,1.808
218,2019,HOLDING,UID Jawa Barat,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.799
219,2019,HOLDING,UIP JBTB,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.76
220,2019,HOLDING,UID Sulselrabar,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.738
221,2019,HOLDING,UID Sulselrabar,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.738
222,2019,HOLDING,UID Lampung,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.736
223,2019,HOLDING,UID Riau & Kepri,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.725
224,2019,HOLDING,UIW NusaTenggara Barat,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,1.723
225,2019,HOLDING,UIW NusaTenggaraTimur,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,1.718
226,2019,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,1.718
227,2019,HOLDING,Pusat Pengatur Beban,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.713
228,2019,HOLDING,UIP JBB,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.709
229,2019,HOLDING,Kantor Pusat,,OFFICER ADMINISTRASI EKSEKUTIF DIREKSI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.701
230,2019,HOLDING,Kantor Pusat,,"OFFICER RISIKO KONSTRUKSI SUMATERA, KALIMANTAN, DAN SULAWESI",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.701
231,2019,HOLDING,Kantor Pusat,,OFFICER VERIFIKASI INVESTASI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.701
232,2019,HOLDING,UID Banten,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.685
233,2019,HOLDING,UID Kalselteng,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,1.68
234,2019,HOLDING,PUSDIKLAT,,OFFICER EVALUASI DAN PENGENDALIAN MUTU DAN KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.666
235,2019,HOLDING,UID Jakarta Raya,,OFFICER KINERJA NIAGA,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2019,Niaga dan Pemasaran,2,1.661
236,2019,HOLDING,UIP JBT,,OFFICER PERIZINAN DAN PERTANAHAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.633
237,2019,HOLDING,UIP3B Kalimantan,,TECHNICIAN PDKB SUTT/SUTET,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,1.628
238,2019,HOLDING,UID Bali,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.626
239,2019,HOLDING,UID Bali,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.626
240,2019,HOLDING,UID Bali,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.626
241,2019,HOLDING,UID Bali,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.626
242,2019,HOLDING,UID Sulselrabar,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.622
243,2019,HOLDING,UIT JBB,,OFFICER KINERJA KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.619
244,2019,HOLDING,UIT JBB,,OFFICER PERENCANAAN PENGUSAHAAN,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.619
245,2019,HOLDING,UIT JBB,,TECHNICIAN PDKB GI/GITET,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.619
246,2019,HOLDING,UIT JBB,,TECHNICIAN PDKB SUTT/SUTET,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.619
247,2019,HOLDING,UIT JBB,,TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.619
248,2019,HOLDING,UID Lampung,,OFFICER KINERJA,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.602
249,2019,HOLDING,P3B Sumatera,,OFFICER PENGENDALIAN DAN PEMELIHARAAN ASET,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2019,Perencanaan dan Kinerja,2,1.602
250,2019,HOLDING,P3B Sumatera,,OFFICER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2019,Manajemen Konstruksi dan Pengadaan,2,1.602
251,2019,HOLDING,UIW Maluku&Malut,,OFFICER ENJINIRING PEMBANGKITAN,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,1.599
252,2019,HOLDING,UIW Maluku&Malut,,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,3T,K3 dan Lingkungan,2,1.599
253,2019,HOLDING,UIW Maluku&Malut,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,1.599
254,2019,HOLDING,UIW Maluku&Malut,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.599
255,2019,HOLDING,UIW Maluku&Malut,,OFFICER NIAGA DAN PELAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,1.599
256,2019,HOLDING,UIW Maluku&Malut,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,1.599
257,2019,HOLDING,UIW Maluku&Malut,,OFFICER PERENCANAAN DAN PENGELOLAAN ASET DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.599
258,2019,HOLDING,UIW Maluku&Malut,,OFFICER TJSL,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,1.599
259,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.599
260,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN PERENCANAAN OPERASI DAN PEMELIHARAAN PEMBANGKIT,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,1.599
261,2019,HOLDING,UIW Maluku&Malut,,TECHNICIAN SCADA DAN TELEKOMUNIKASI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Proteksi dan Kontrol,2,1.599
262,2019,HOLDING,UIW NusaTenggara Barat,,TECHNICIAN PEMELIHARAAN PUSAT LISTRIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,1.59
263,2019,HOLDING,UID Jawa Barat,,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2019,K3 dan Lingkungan,2,1.574
264,2019,HOLDING,UID Jawa Barat,,OFFICER KINERJA FASILITAS OPERASI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.574
265,2019,HOLDING,UIP Maluku dan Papua,,OFFICER AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,1.572
266,2019,HOLDING,UIP Maluku dan Papua,,OFFICER PENGENDALIAN KONTRAK DAN RISIKO PROYEK,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,1.572
267,2019,HOLDING,UIP Maluku dan Papua,,OFFICER PERENCANAAN SIPIL,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,1.572
268,2019,HOLDING,UIP Maluku dan Papua,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,1.572
269,2019,HOLDING,UIT JBT,,OFFICER ENJINIRING,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2019,Perencanaan Sistem,2,1.534
270,2019,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2A,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.531
271,2019,HOLDING,Kantor Pusat,,OFFICER PELAKSANA PENGADAAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Transmisi dan Gardu Induk,2,1.531
272,2019,HOLDING,Kantor Pusat,,OFFICER PROGRAM PERUBAHAN,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2019,Komunikasi dan Umum,2,1.531
273,2019,HOLDING,UID Banten,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2019,Distribusi,2,1.531
274,2019,HOLDING,PUSHARLIS,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.516
275,2019,HOLDING,UID Jawa Timur,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2019,Keuangan dan Akuntansi,2,1.515
