nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
ASSISTANT MANAGER PENGELOLAAN ASET DISTRIBUSI,G3,13,,17,17
ASSISTANT MANAGER PENGELOLAAN DATA ASET,G3,13,,3,3
ASSISTANT MANAGER PENGELOLAAN ENERGI PRIMER,G3,13,,4,4
ASSISTANT MANAGER PENGELOLAAN INSPEKSI DISTRIBUSI 1,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN INSPEKSI DISTRIBUSI 2,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN INSPEKSI DISTRIBUSI 3,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN INSPEKSI SISTEM PEMBANGKIT,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN INSPEKSI TRANSMISI DAN GARDU INDUK 1,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN INSPEKSI TRANSMISI DAN GARDU INDUK 2,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN KALIBRASI,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI DAN LOGISTIK,G3,13,,10,10
ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI DISTRIBUSI,G3,13,,6,6
ASSISTANT MANAGER PENGELOLAAN LOGISTIK,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN PRODUK TEGANGAN DAN ARUS TINGGI 1,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN PRODUK TEGANGAN DAN ARUS TINGGI 2,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN PRODUK TEGANGAN RENDAH 1,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN PRODUK TEGANGAN RENDAH 2,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN SISTEM PEMBANGKIT,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN PENGUJIAN SISTEM TRANSMISI DAN DISTRIBUSI,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN SERTIFIKASI SISTEM MANAJEMEN,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN SISTEM METERING,G3,13,,2,2
ASSISTANT MANAGER PENGELOLAAN TRANSAKSI,G3,13,,1,1
ASSISTANT MANAGER PENGELOLAAN TRANSAKSI TENAGA LISTRIK,G3,13,,2,2
ASSISTANT MANAGER PENGEMBANGAN MATERI ASESMEN PSIKOLOGI,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN MATERI ASSESSMENT CENTER,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN MATERI UJI ASESMEN,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN PRODUK,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN SERTIFIKASI,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN SOFT COMPETENCY DAN PERSONAL ATTRIBUTE,G3,13,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID ACEH,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID BALI,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID BANTEN,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID JAKARTA RAYA,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID JAWA BARAT,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID JAWA TENGAH DAN DIY,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID JAWA TIMUR,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID KALBAR,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID KALSELTENG,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID KALTIMRA,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID LAMPUNG,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID RIAU DAN KEPRI,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID SULSELRABAR,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID SULUTTENGGO,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID SUMATERA BARAT,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UID SUMATERA UTARA,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIP3B KALIMANTAN,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIP3B SULAWESI,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIP3B SUMATERA,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIT JBB,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIT JBT,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIT JBTB,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIW MALUKU DAN MALUKU UTARA,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIW NTB,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIW NTT,G3,14,,1,1
ASSISTANT MANAGER PENGEMBANGAN TALENTA UIW PAPUA DAN PAPUA BARAT,G3,14,,1,1
ASSISTANT MANAGER PENGENAAN PAJAK KANTOR PUSAT,G3,14,,1,1
ASSISTANT MANAGER PENGENDALIAN ADMINISTRASI INSPEKSI,G3,13,,1,1
ASSISTANT MANAGER PENGENDALIAN ADMINISTRASI PENGUJIAN,G3,13,,1,1
ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI,G3,13,,7,7
ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI 1,G3,13,,7,7
ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI 2,G3,13,,7,7
ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI JARINGAN,G3,13,,3,3
ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI PERALATAN GARDU INDUK,G3,13,,3,3
ASSISTANT MANAGER PENGENDALIAN KONTRAK DAN RISIKO PROYEK,G3,13,,4,4
ASSISTANT MANAGER PENGENDALIAN KONTRAK DAN RISIKO PROYEK 1,G3,13,,7,7
ASSISTANT MANAGER PENGENDALIAN KONTRAK DAN RISIKO PROYEK 2,G3,13,,7,7
ASSISTANT MANAGER PENGENDALIAN MUTU DAN KINERJA,G3,13,,1,1
ASSISTANT MANAGER PENGENDALIAN OPERASI REAL TIME A,G3,14,,2,2
ASSISTANT MANAGER PENGENDALIAN OPERASI REAL TIME B,G3,13,,2,2
ASSISTANT MANAGER PENGENDALIAN OPERASI REAL TIME C,G3,13,,2,2
ASSISTANT MANAGER PENGENDALIAN OPERASI REAL TIME D,G3,14,,2,2
ASSISTANT MANAGER PENGENDALIAN OPERASI REAL TIME E,G3,13,,2,2
ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN GI DAN GIS,G3,13,,4,3
ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN JARINGAN DAN KABEL,G3,13,,4,3
ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN PROTEKSI DAN CATU DAYA,G3,13,,6,5
ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN SCADA DAN OTOMASI,G3,13,,1,1
ASSISTANT MANAGER PENGENDALIAN PIUTANG,G3,13,,21,21
ASSISTANT MANAGER PENGENDALIAN PROYEK,G3,14,,40,11
ASSISTANT MANAGER PENGENDALIAN SISTEM METER,G3,13,,17,17
ASSISTANT MANAGER PENGENDALIAN SUSUT,G3,13,,4,4
ASSISTANT MANAGER PENGOLAHAN DATA,G3,13,,1,1
ASSISTANT MANAGER PENYALURAN,G3,13,,4,4
ASSISTANT MANAGER PENYETORAN PAJAK,G3,14,,1,1
ASSISTANT MANAGER PERENCANA PENGADAAN,G3,13,,5,5
ASSISTANT MANAGER PERENCANAAN,G3,14,,188,24
ASSISTANT MANAGER PERENCANAAN DAN DISTRIBUSI,G3,14,,1,1
ASSISTANT MANAGER PERENCANAAN DAN EVALUASI,G3,14,,41,8
ASSISTANT MANAGER PERENCANAAN DAN EVALUASI OPERASI SISTEM,G3,14,,5,1
ASSISTANT MANAGER PERENCANAAN DAN EVALUASI PEMELIHARAAN GARDU INDUK,G3,13,,2,1
ASSISTANT MANAGER PERENCANAAN DAN EVALUASI PEMELIHARAAN JARINGAN,G3,13,,2,1
ASSISTANT MANAGER PERENCANAAN DAN PENGELOLAAN ASET DISTRIBUSI,G3,13,,3,3
ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN OPERASI PEMBANGKITAN,G3,13,,3,3
ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN OPERASI PEMBANGKITan,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN OUTAGE,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN PEMELIHARAAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN DAN PENGENDALIAN PEMELIHARAAN PEMBANGKIT,G3,13,,4,4
ASSISTANT MANAGER PERENCANAAN ELEKTROMEKANIK,G3,13,,11,11
ASSISTANT MANAGER PERENCANAAN MINGGUAN OPERASI SISTEM,G3,14,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI MINGGUAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI PEMBANGKITAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI PENYALURAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI REAL TIME,G3,14,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI SISTEM,G3,13,,3,3
ASSISTANT MANAGER PERENCANAAN OPERASI SISTEM PEMBANGKITAN,G3,14,,1,1
ASSISTANT MANAGER PERENCANAAN OPERASI SISTEM PENYALURAN,G3,14,,1,1
ASSISTANT MANAGER PERENCANAAN SIPIL,G3,13,,11,11
ASSISTANT MANAGER PERENCANAAN SISTEM DISTRIBUSI,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN SISTEM PEMBANGKIT DAN PENYALURAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN SISTEM PEMBANGKITAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN SISTEM PENYALURAN,G3,13,,1,1
ASSISTANT MANAGER PERENCANAAN UMUM DAN KINERJA,G3,13,,10,10
"ASSISTANT MANAGER PERENCANAAN, EVALUASI DAN KINERJA",G3,13,,1,1
ASSISTANT MANAGER PERIZINAN,G3,13,,12,12
ASSISTANT MANAGER PERTANAHAN DAN ROW,G3,13,,11,11
ASSISTANT MANAGER PMIS,G3,13,,11,11
ASSISTANT MANAGER PRODUKSI,G3,14,,6,1
ASSISTANT MANAGER PROJECT SITE,G3,14,,7,4
ASSISTANT MANAGER PROJECT SITE (PLTMG AMBON 50MW),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTMG LUWUK 40MW),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTMG RIAU PEAKER & CNG PLANT),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTP MATALOKO),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTP ULUMBU),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTU PALU-3 2X50MW),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTU SULSEL BARRU 2),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE (PLTU SULUT-1 2X50MW),G3,14,,1,1
ASSISTANT MANAGER PROJECT SITE PLTU KALSELTENG 2 X 100 MW,G3,14,,1,1
ASSISTANT MANAGER PROTEKSI SISTEM,G3,13,,4,4
ASSISTANT MANAGER PROYEK PLTU LOMBOK FTP 2 2X50 MW,G3,14,,1,1
ASSISTANT MANAGER PROYEK PLTU TIMOR 2 X 50 MW,G3,14,,1,1
ASSISTANT MANAGER REGULASI EKSTERNAL,G3,14,,1,1
ASSISTANT MANAGER RISET ENERGI,G3,13,,1,1
ASSISTANT MANAGER RISET NON LISTRIK,G3,13,,1,1
ASSISTANT MANAGER RISET SISTEM PEMBANGKITAN,G3,13,,1,1
ASSISTANT MANAGER RISET TEKNOLOGI DISTRIBUSI,G3,13,,1,1
ASSISTANT MANAGER RISET TEKNOLOGI TRANSMISI,G3,13,,1,1
ASSISTANT MANAGER SCADA DAN OTOMASI,G3,13,,2,2
ASSISTANT MANAGER SERTIFIKASI,G3,13,,11,11
ASSISTANT MANAGER SERTIFIKASI PRODUK TEGANGAN RENDAH,G3,13,,1,1
ASSISTANT MANAGER SERTIFIKASI PRODUK TEGANGAN TINGGI DAN TEGANGAN MENENGAH,G3,13,,1,1
ASSISTANT MANAGER SETELMEN PEMBANGKIT IPP,G3,13,,1,1
ASSISTANT MANAGER SETELMEN PEMBANGKIT PLN GROUP,G3,13,,1,1
ASSISTANT MANAGER SIPIL PEMBANGKIT DAN JARINGAN,G3,13,,1,1
ASSISTANT MANAGER SISTEM METERING,G3,13,,1,1
ASSISTANT MANAGER STANDARDISASI,G3,13,,1,1
ASSISTANT MANAGER STATISTIK DAN PUBLIKASI OPERASI SISTEM,G3,14,,2,2
ASSISTANT MANAGER TELEKOMUNIKASI,G3,13,,2,2
ASSISTANT MANAGER TJSL,G3,13,,28,28
ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,14,,166,22
ASSISTANT MANAGER TRANSMISI,G3,14,,2,2
ASSISTANT MANAGER UMUM,G3,13,,27,27
ASSISTANT MANAGER VERIFIKASI NON PURCHASE ORDER KANTOR PUSAT,G3,14,,1,1
ASSISTANT MANAGER VERIFIKASI PEMBELIAN TENAGA LISTRIK,G3,14,,1,1
ASSISTANT MANAGER VERIFIKASI PURCHASE ORDER KANTOR PUSAT,G3,14,,1,1
ASSISTANT MANAGER WIDE AREA MONITORING SYSTEM (WAMS),G3,13,,1,1
EXECUTIVE VICE PRESIDENT AKUNTANSI,MA,22,,1,1
EXECUTIVE VICE PRESIDENT ANEKA ENERGI BARU TERBARUKAN,MA,22,,1,1
EXECUTIVE VICE PRESIDENT ANGGARAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT AUDIT INVESTIGASI,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT AUDIT KONSTRUKSI, PEMBANGKIT, DAN EBT",MA,22,,1,1
"EXECUTIVE VICE PRESIDENT AUDIT NIAGA, TEKNOLOGI INFORMASI, DAN ENABLER",MA,22,,1,1
EXECUTIVE VICE PRESIDENT AUDIT TRANSMISI DAN DISTRIBUSI,MA,22,,1,1
EXECUTIVE VICE PRESIDENT BANTUAN HUKUM,MA,23,,1,1
EXECUTIVE VICE PRESIDENT CUSTOMER EXPERIENCE DAN EXCELLENCE SERVICES,MA,22,,1,1
EXECUTIVE VICE PRESIDENT ENJINIRING DAN PERENCANAAN PENGADAAN,MA,22,,1,1
EXECUTIVE VICE PRESIDENT KEBIJAKAN STRATEGIS MANAJEMEN RISIKO,MA,22,,1,1
EXECUTIVE VICE PRESIDENT KEPATUHAN,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT KESELAMATAN DAN KESEHATAN KERJA, KEAMANAN, DANLINGKUNGAN",MA,23,,1,1
EXECUTIVE VICE PRESIDENT KEUANGAN KORPORAT,MA,23,,1,1
EXECUTIVE VICE PRESIDENT KOMUNIKASI KORPORAT DAN TJSL,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT KONSTRUKSI SUMATERA, KALIMANTAN DAN SULAWESI",MA,22,,1,1
EXECUTIVE VICE PRESIDENT KORPORASI DAN LEGAL BUSINESS PARTNER,MA,23,,1,1
EXECUTIVE VICE PRESIDENT LEGAL ASET PROPERTI DAN PERIZINAN TERINTEGRASI,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT MANAJEMEN ASET, ENJINIRING DAN SISTEM MANAJEMEN TERINTEGRASI",MA,23,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN DIGITAL,MA,22,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN PORTOFOLIO,MA,23,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN RANTAI PASOK,MA,23,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN RISIKO FINANSIAL DAN ENABLER,MA,22,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN RISIKO OPERASI,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT MANAJEMEN RISIKO STRATEGIS, REGULASI DAN KEBIJAKAN",MA,22,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN STAKEHOLDER DAN BOD SUPPORT,MA,22,,1,1
EXECUTIVE VICE PRESIDENT MANAJEMEN VALUASI ASET,MA,22,,1,1
EXECUTIVE VICE PRESIDENT NIAGA DAN PEMASARAN,MA,23,,1,1
"EXECUTIVE VICE PRESIDENT OPERASI DISTRIBUSI JAWA, MADURA, DAN BALI",MA,23,,1,1
"EXECUTIVE VICE PRESIDENT OPERASI DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MA,23,,1,1
EXECUTIVE VICE PRESIDENT OPERASI DISTRIBUSI SUMATERA DAN KALIMANTAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT OPERASI PEMBANGKITAN DAN INDEPENDENT POWER PRODUCER,MA,22,,1,1
EXECUTIVE VICE PRESIDENT OPERASI SISTEM KETENAGALISTRIKAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PANAS BUMI,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PELAYANAN HUMAN CAPITAL,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGADAAN PEMBANGKIT DAN IPP,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIAL TERPUSAT",MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGEMBANGAN BISNIS KORPORAT DAN INVESTASI,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PENGEMBANGAN LISTRIK DESA,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGEMBANGAN PRODUK NIAGA,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGEMBANGAN TALENTA,MA,23,,1,1
"EXECUTIVE VICE PRESIDENT PENGEMBANGAN, PINJAMAN, DAN PERIZINAN PROYEK",MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGENDALIAN KINERJA KORPORAT,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENGENDALIAN PEMBANGKITAN DAN INDEPENDENT POWER PRODUCER,MA,22,,1,1
EXECUTIVE VICE PRESIDENT PENJUALAN DAN PELAYANAN PELANGGAN ENTERPRISE,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PENJUALAN DAN PELAYANAN PELANGGAN RETAIL,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERBENDAHARAAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERENCANAAN SISTEM KETENAGALISTRIKAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERENCANAAN STRATEGIS DISTRIBUSI,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERENCANAAN STRATEGIS KORPORAT,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERENCANAAN STRATEGIS PEMBANGKITAN,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PERENCANAAN STRATEGIS TRANSMISI,MA,23,,1,1
EXECUTIVE VICE PRESIDENT PROJECT MANAGEMENT OFFICE,MA,23,,1,1
EXECUTIVE VICE PRESIDENT REGULASI DAN KEBIJAKAN,MA,22,,1,1
EXECUTIVE VICE PRESIDENT SISTEM DAN TEKNOLOGI INFORMASI,MA,22,,1,1
EXECUTIVE VICE PRESIDENT STRATEGI HUMAN CAPITAL,MA,23,,1,1
EXECUTIVE VICE PRESIDENT TRANSFORMASI KORPORAT DAN CEO OFFICE,MA,22,,1,1
EXECUTIVE VICE PRESIDENT TRANSISI ENERGI DAN KEBERLANJUTAN,MA,22,,1,1
"EXECUTIVE VICE PRESIDENT TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MA,23,,1,1
"EXECUTIVE VICE PRESIDENT TRANSMISI SUMATERA, JAWA, MADURA, DAN BALI",MA,23,,1,1
EXECUTIVE VICE PRESIDENT UMUM DAN ASET PROPERTI,MA,23,,1,1
GENERAL MANAGER,MA,21,,45,45
"JUNIOR EXPERT COMMISIONING, PENGUJIAN DAN SERTIFIKASI",JE,15,,1,1
JUNIOR EXPERT DESAIN MANUFAKTUR,JE,15,,1,1
"JUNIOR EXPERT MATERIAL, BOILER DAN TURBIN",JE,15,,1,1
JUNIOR EXPERT OPERASI SISTEM,JE,15,,1,1
JUNIOR EXPERT SCADA/TELEKOMUNIKASI,JE,16,,1,1
"JUNIOR EXPERT SCADA/TELEKOMUNIKASI, AUTOMASI DAN POLA OPERASI DISTRIBUSI",JE,15,,1,1
JUNIOR EXPERT STANDAR DESAIN MESIN,JE,16,,1,1
JUNIOR EXPERT TEKNIK SIPIL,JE,15,,1,1
JUNIOR OFFICER ACCOUNT EXECUTIVE,G1,10,,15,3
JUNIOR OFFICER ADMINISTRASI,G1,10,,1,1
JUNIOR OFFICER ADMINISTRASI DAN PELAYANAN PELANGGAN,G1,10,,8,1
JUNIOR OFFICER ADMINISTRASI DAN UMUM,G1,10,,100,22
JUNIOR OFFICER ADMINISTRASI MANAJEMEN DIGITAL,G1,10,,1,1
JUNIOR OFFICER ADMINISTRASI PENGADAAN,G1,10,,2,1
JUNIOR OFFICER ADMINISTRASI STRATEGI HUMAN CAPITAL,G1,10,,1,1
JUNIOR OFFICER ADMINISTRASI TEKNIK,G1,10,,2,2
JUNIOR OFFICER ADMINISTRASI UMUM,G1,10,,59,11
JUNIOR OFFICER ADMINITRASI DAN UMUM,G1,09,,2,1
JUNIOR OFFICER AKUNTANSI,G1,10,,3,3
JUNIOR OFFICER ASESMEN DAN DIAGNOSA,G1,10,,17,6
JUNIOR OFFICER ASET,G1,10,,1,1
JUNIOR OFFICER DANA PENSIUN DAN JAMINAN SOSIAL,G1,10,,1,1
JUNIOR OFFICER ENJINIRING JARINGAN DAN GARDU INDUK,G1,10,,8,3
"JUNIOR OFFICER ENJINIRING PROTEKSI, METER DAN OTOMASI",G1,10,,6,4
"JUNIOR OFFICER ENJINIRING PROTEKSI, METER, DAN OTOMASI",G1,10,,3,1
JUNIOR OFFICER FASILITAS OPERASI DAN PROTEKSI SISTEM,G1,09,,1,1
JUNIOR OFFICER HUBUNGAN PEMERINTAHAN,G1,08,,1,1
JUNIOR OFFICER KESELAMATAN DAN KESEHATAN KERJA,G1,10,,1,1
"JUNIOR OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",G1,10,,1,1
"JUNIOR OFFICER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G1,10,,6,2
"JUNIOR OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G1,10,,14,7
"JUNIOR OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G1,10,,26,13
JUNIOR OFFICER KEUANGAN,G1,10,,6,5
JUNIOR OFFICER KEUANGAN DAN AKUNTANSI,G1,10,,30,12
JUNIOR OFFICER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G1,10,,3,3
JUNIOR OFFICER KOMUNIKASI DAN TJSL,G1,10,,2,2
JUNIOR OFFICER LINGKUNGAN,G1,10,,4,2
JUNIOR OFFICER LOGISTIK,G1,10,,43,18
JUNIOR OFFICER LOGISTIK DAN KEPABEANAN,G1,10,,2,1
JUNIOR OFFICER LOGISTIK TRANSMISI DAN GARDU INDUK,G1,09,,2,1
JUNIOR OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G1,10,,5,3
JUNIOR OFFICER NIAGA DAN PELAYANAN PELANGGAN,G1,10,,15,6
JUNIOR OFFICER OPERASI SISTEM BANGKA,G1,10,,5,1
JUNIOR OFFICER OPERASI SISTEM BELITUNG,G1,10,,6,1
JUNIOR OFFICER PELAKSANA PENGADAAN,G1,10,,30,12
JUNIOR OFFICER PELAYANAN DAN FASILITAS TEKNOLOGI INFORMASI PEMBELAJARAN,G1,08,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL AMBON,G1,10,,2,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL BALIKPAPAN,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL BANJARBARU,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL DEPOK,G1,09,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL KANTOR PUSAT,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL KUPANG,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL MAKASSAR,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL PADANG,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL PALEMBANG,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL PEKANBARU,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL PONTIANAK,G1,10,,1,1
JUNIOR OFFICER PELAYANAN HUMAN CAPITAL SURABAYA,G1,10,,3,1
JUNIOR OFFICER PELAYANAN PELANGGAN,G1,10,,551,21
JUNIOR OFFICER PEMBACAAN METER,G1,10,,9,2
JUNIOR OFFICER PEMBAYARAN UNIT,G1,09,,1,1
JUNIOR OFFICER PEMBINAAN OPERASI DAN PEMELIHARAAN SCADA,G1,10,,1,1
JUNIOR OFFICER PENGADAAN TANAH DAN PENGENDALIAN ROW,G1,09,,49,10
JUNIOR OFFICER PENGELOLAAN DATA,G1,10,,7,5
JUNIOR OFFICER PENGELOLAAN KENDARAAN,G1,08,,1,1
JUNIOR OFFICER PENGELOLAAN PEMBANGKITAN,G1,10,,1,1
JUNIOR OFFICER PENGELOLAAN PIUTANG,G1,09,,9,2
JUNIOR OFFICER PENGELOLAAN REKENING DAN PEMBACAAN METER,G1,09,,2,1
JUNIOR OFFICER PENGENDALIAN ADMINISTRASI KONTRAK,G1,10,,10,5
JUNIOR OFFICER PENGENDALIAN KONSTRUKSI,G1,10,,9,4
JUNIOR OFFICER PENGENDALIAN MATERIAL DAN LOGISTIK,G1,10,,1,1
"JUNIOR OFFICER PENGENDALIAN PEMELIHARAAN ASET JARINGAN, GI DAN PROTEKSI",G1,10,,3,1
"JUNIOR OFFICER PENGENDALIAN PEMELIHARAAN ASET JARINGAN, GI, DAN PROTEKSI",G1,10,,8,2
JUNIOR OFFICER PENGENDALIAN PIUTANG,G1,10,,5,3
JUNIOR OFFICER PENYETORAN PAJAK,G1,10,,1,1
JUNIOR OFFICER PERENCANAAN DAN EVALUASI OPERASI SISTEM,G1,09,,7,3
JUNIOR OFFICER PERENCANAAN DAN EVALUASI PENYALURAN,G1,10,,3,2
JUNIOR OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,G1,10,,3,2
JUNIOR OFFICER PERENCANAAN LISTRIK PERDESAAN,G1,09,,22,13
JUNIOR OFFICER PERENCANAAN PENGUSAHAAN,G1,10,,6,2
JUNIOR OFFICER PERIZINAN,G1,09,,11,4
JUNIOR OFFICER PERTANAHAN DAN ROW,G1,10,,2,2
