nama_posisi,kelompok_jabatan,fungsi,jenjang_utama,level_utama,bidang,sub_bidang,bidang_pembidangan,kata_kunci_pemicu,is_entry_level,jumlah_pegawai,jumlah_unit_induk
ASSISTANT MANAGER KOMISIONING SISTEM PEMBANGKIT,ASSISTANT MANAGER,KOMISIONING SISTEM PEMBANGKIT,G3,13,TEKNIK,Pembangkitan,Pembangkitan,PEMBANGKIT,0,1,1
ASSISTANT MANAGER KOMUNIKASI,ASSISTANT MANAGER,KOMUNIKASI,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,KOMUNIKASI,0,6,6
ASSISTANT MANAGER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,ASSISTANT MANAGER,KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,KOMUNIKASI,0,21,21
ASSISTANT MANAGER KOMUNIKASI DAN TJSL,ASSISTANT MANAGER,KOMUNIKASI DAN TJSL,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,KOMUNIKASI,0,13,13
"ASSISTANT MANAGER KOMUNIKASI, MANAJEMEN STAKEHOLDER, DAN TJSL",ASSISTANT MANAGER,"KOMUNIKASI, MANAJEMEN STAKEHOLDER, DAN TJSL",G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,KOMUNIKASI,0,1,1
ASSISTANT MANAGER KONSTRUKSI,ASSISTANT MANAGER,KONSTRUKSI,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONSTRUKSI,0,20,4
ASSISTANT MANAGER KONSTRUKSI DAN PENYALURAN,ASSISTANT MANAGER,KONSTRUKSI DAN PENYALURAN,G3,14,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,PENYALURAN,0,21,5
ASSISTANT MANAGER KONSTRUKSI DISTRIBUSI,ASSISTANT MANAGER,KONSTRUKSI DISTRIBUSI,G3,14,TEKNIK,Distribusi,Distribusi,DISTRIBUSI,0,79,10
ASSISTANT MANAGER KONTRAK 1 JAKARTA,ASSISTANT MANAGER,KONTRAK 1 JAKARTA,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK 1 SULAWESI SELATAN,ASSISTANT MANAGER,KONTRAK 1 SULAWESI SELATAN,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK 1 SUMSEL,ASSISTANT MANAGER,KONTRAK 1 SUMSEL,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK 2 JAKARTA,ASSISTANT MANAGER,KONTRAK 2 JAKARTA,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK 2 SULAWESI SELATAN,ASSISTANT MANAGER,KONTRAK 2 SULAWESI SELATAN,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK 2 SUMSEL,ASSISTANT MANAGER,KONTRAK 2 SUMSEL,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK BANGKA BELITUNG,ASSISTANT MANAGER,KONTRAK BANGKA BELITUNG,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK BANTEN,ASSISTANT MANAGER,KONTRAK BANTEN,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK JAWA BARAT,ASSISTANT MANAGER,KONTRAK JAWA BARAT,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK JAWA TENGAH DAN D.I. YOGYAKARTA,ASSISTANT MANAGER,KONTRAK JAWA TENGAH DAN D.I. YOGYAKARTA,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK JAWA TIMUR,ASSISTANT MANAGER,KONTRAK JAWA TIMUR,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK KALIMANTAN BARAT,ASSISTANT MANAGER,KONTRAK KALIMANTAN BARAT,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK PAPUA,ASSISTANT MANAGER,KONTRAK PAPUA,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK RIAU DAN KEPULAUAN RIAU,ASSISTANT MANAGER,KONTRAK RIAU DAN KEPULAUAN RIAU,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK SUMBAR,ASSISTANT MANAGER,KONTRAK SUMBAR,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER KONTRAK SUMUT,ASSISTANT MANAGER,KONTRAK SUMUT,G3,14,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,KONTRAK,0,1,1
ASSISTANT MANAGER LABORATORIUM,ASSISTANT MANAGER,LABORATORIUM,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,(fallback OFFICER),0,4,3
ASSISTANT MANAGER LAYANAN PRIORITAS DAN PAE,ASSISTANT MANAGER,LAYANAN PRIORITAS DAN PAE,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,(fallback OFFICER),0,6,6
ASSISTANT MANAGER LINGKUNGAN,ASSISTANT MANAGER,LINGKUNGAN,G3,13,NON-TEKNIK,K3 dan Lingkungan,Manajemen Konstruksi dan Pengadaan,LINGKUNGAN,0,42,42
ASSISTANT MANAGER LOGISTIK,ASSISTANT MANAGER,LOGISTIK,G3,13,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,LOGISTIK,0,14,14
ASSISTANT MANAGER MANAJEMEN BILLING,ASSISTANT MANAGER,MANAJEMEN BILLING,G3,13,NON-TEKNIK,Perencanaan dan Kinerja,Keuangan dan Akuntansi,MANAJEMEN,0,22,22
ASSISTANT MANAGER MANAJEMEN KONSTRUKSI JARINGAN,ASSISTANT MANAGER,MANAJEMEN KONSTRUKSI JARINGAN,G3,14,TEKNIK,Distribusi,Distribusi,JARINGAN,0,5,1
ASSISTANT MANAGER MANAJEMEN KONSTRUKSI PEMBANGKITAN,ASSISTANT MANAGER,MANAJEMEN KONSTRUKSI PEMBANGKITAN,G3,14,TEKNIK,Pembangkitan,Pembangkitan,PEMBANGKITAN,0,4,1
ASSISTANT MANAGER MANAJEMEN MATERIAL DAN LOGISTIK,ASSISTANT MANAGER,MANAJEMEN MATERIAL DAN LOGISTIK,G3,13,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,LOGISTIK,0,1,1
ASSISTANT MANAGER MANAJEMEN RISIKO DAN KEPATUHAN,ASSISTANT MANAGER,MANAJEMEN RISIKO DAN KEPATUHAN,G3,13,NON-TEKNIK,Hukum dan Kepatuhan,Keuangan dan Akuntansi,KEPATUHAN,0,2,2
"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMEN TERINTEGRASI",ASSISTANT MANAGER,"MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMEN TERINTEGRASI",G3,13,NON-TEKNIK,Hukum dan Kepatuhan,Keuangan dan Akuntansi,KEPATUHAN,0,4,4
"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMENTERINTEGRASI",ASSISTANT MANAGER,"MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMENTERINTEGRASI",G3,13,NON-TEKNIK,Hukum dan Kepatuhan,Keuangan dan Akuntansi,KEPATUHAN,0,4,4
"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",ASSISTANT MANAGER,"MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,13,NON-TEKNIK,Hukum dan Kepatuhan,Keuangan dan Akuntansi,KEPATUHAN,0,35,35
"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMENTERINTEGRASI",ASSISTANT MANAGER,"MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMENTERINTEGRASI",G3,13,NON-TEKNIK,Hukum dan Kepatuhan,Keuangan dan Akuntansi,KEPATUHAN,0,1,1
ASSISTANT MANAGER MANAJEMEN STAKEHOLDER,ASSISTANT MANAGER,MANAJEMEN STAKEHOLDER,G3,13,NON-TEKNIK,Perencanaan dan Kinerja,Keuangan dan Akuntansi,MANAJEMEN,0,6,6
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSDIKLAT",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSDIKLAT",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSERTIF",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSERTIF",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSHARLIS",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSHARLIS",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSLITBANG",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSLITBANG",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSMANPRO",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSMANPRO",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIK TANJUNG JATI B",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIK TANJUNG JATI B",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBT",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBT",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBTB",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBTB",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP KALBAGTIM",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP KALBAGTIM",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP MALUKU DAN PAPUA",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP MALUKU DAN PAPUA",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SULAWESI",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SULAWESI",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGSEL",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGSEL",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGTENG",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGTENG",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGUT",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGUT",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP2B",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP2B",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW BANGKA BELITUNG",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW BANGKA BELITUNG",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYAUIP KALBAGBAR",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYAUIP KALBAGBAR",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
"ASSISTANT MANAGER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYAUIP NUSRA",ASSISTANT MANAGER,"MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYAUIP NUSRA",G3,14,NON-TEKNIK,Sumber Daya Manusia,Sumber Daya Manusia,TALENTA,0,1,1
ASSISTANT MANAGER MASTER STATION,ASSISTANT MANAGER,MASTER STATION,G3,13,NON-TEKNIK,Komunikasi dan Umum,Sumber Daya Manusia,(fallback OFFICER),0,2,2
ASSISTANT MANAGER NIAGA,ASSISTANT MANAGER,NIAGA,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,NIAGA,0,20,2
ASSISTANT MANAGER NIAGA DAN PEMASARAN,ASSISTANT MANAGER,NIAGA DAN PEMASARAN,G3,14,NON-TEKNIK,Niaga dan Pemasaran,Niaga dan Pemasaran,NIAGA,0,147,21
ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN PEMBANGKITAN,ASSISTANT MANAGER,OPERASI DAN PEMELIHARAAN PEMBANGKITAN,G3,14,TEKNIK,Pembangkitan,Pembangkitan,PEMBANGKITAN,0,7,5
ASSISTANT MANAGER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI DAN PDKB,ASSISTANT MANAGER,OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI DAN PDKB,G3,13,TEKNIK,Distribusi,Distribusi,DISTRIBUSI,0,1,1
ASSISTANT MANAGER OPERASI SISTEM,ASSISTANT MANAGER,OPERASI SISTEM,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,14,6
ASSISTANT MANAGER OPERASI SISTEM BANTEN,ASSISTANT MANAGER,OPERASI SISTEM BANTEN,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,1,1
ASSISTANT MANAGER OPERASI SISTEM DAN TRANSMISI,ASSISTANT MANAGER,OPERASI SISTEM DAN TRANSMISI,G3,14,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI,ASSISTANT MANAGER,OPERASI SISTEM DISTRIBUSI,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,16,16
ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI DAN SCADA,ASSISTANT MANAGER,OPERASI SISTEM DISTRIBUSI DAN SCADA,G3,13,TEKNIK,Proteksi dan Kontrol,Proteksi dan Kontrol,SCADA,0,4,4
ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI I,ASSISTANT MANAGER,OPERASI SISTEM DISTRIBUSI I,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,2,2
ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI II,ASSISTANT MANAGER,OPERASI SISTEM DISTRIBUSI II,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,1,1
ASSISTANT MANAGER OPERASI SISTEM DKI JAKARTA,ASSISTANT MANAGER,OPERASI SISTEM DKI JAKARTA,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,1,1
ASSISTANT MANAGER OPERASI SISTEM I,ASSISTANT MANAGER,OPERASI SISTEM I,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,2,2
ASSISTANT MANAGER OPERASI SISTEM II,ASSISTANT MANAGER,OPERASI SISTEM II,G3,14,TEKNIK,Perencanaan Sistem,Perencanaan Sistem,OPERASI SISTEM,0,2,2
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI ACEH,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI ACEH,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI BALI,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI BALI,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANGKA BELITUNG,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANGKA BELITUNG,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANTEN 1,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANTEN 1,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANTEN 2,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI BANTEN 2,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI BENGKULU,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI BENGKULU,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI D.I. YOGYAKARTA,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI D.I. YOGYAKARTA,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 1,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 1,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 2,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 2,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 3,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 3,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 4,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 4,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 5,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAKARTA 5,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAMBI,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAMBI,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA BARAT 1,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA BARAT 1,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA BARAT 2,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA BARAT 2,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TENGAH,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TENGAH,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 1,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 1,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 2,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 2,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 3,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 3,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN BARAT,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN BARAT,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH 1,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH 1,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH 2,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH 2,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
ASSISTANT MANAGER OPERASIONAL SISTEM TEKNOLOGI INFORMASI KEPULAUAN RIAU,ASSISTANT MANAGER,OPERASIONAL SISTEM TEKNOLOGI INFORMASI KEPULAUAN RIAU,G3,14,NON-TEKNIK,Teknologi Informasi,Sumber Daya Manusia,TEKNOLOGI INFORMASI,0,1,1
