unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA JARINGAN DISTRIBUSI,G2,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA KEUANGAN DAN UMUM,G2,30
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,30
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,G2,30
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,G1,30
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,30
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,29
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KINERJA KEUANGAN DAN UMUM,G2,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,TEAM LEADER PELAYANAN PELANGGAN,G2,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,29
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,29
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER PENGENDALIAN PROYEK,G2,29
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,28
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,28
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER LOGISTIK LAYANAN PELANGGAN,G2,28
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,28
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER KINERJA KEUANGAN DAN UMUM,G2,28
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER KINERJA KEUANGAN DAN UMUM,G2,28
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,SENIOR OFFICER KINERJA DAN ADMINISTRASI TRANSMISI DAN GARDU INDUK,G3,28
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,OFFICER LOGISTIK LAYANAN PELANGGAN,G2,27
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,27
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,27
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,27
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,27
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"JUNIOR TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G1,27
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,26
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,26
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,26
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,26
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,26
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",JUNIOR TECHNICIAN PDKB,G1,26
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,OFFICER KINERJA,G2,26
PT PLN (PERSERO) KANTOR PUSAT,OFFICER PEMBAYARAN UNIT,G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,TECHNICIAN PDKB,G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TECHNICIAN TEKNIK LAYANAN PELANGGAN,G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANANLAYANAN PELANGGAN",G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PELAYANAN PELANGGAN,G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,25
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,25
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER KINERJA KONSTRUKSI DAN PENYALURAN,G2,25
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,25
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,25
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,25
PT PLN (PERSERO) PUSAT PENDIDIKAN DAN PELATIHAN (CORPORATE UNIVERSITY),SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,24
PT PLN (PERSERO) PUSAT SERTIFIKASI,TECHNICIAN PENGELOLAAN PENGUJIAN SISTEM PEMBANGKIT,G2,24
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER KINERJA KONSTRUKSI DISTRIBUSI,G3,24
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,24
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,24
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,24
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,"JUNIOR TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G1,24
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER KINERJA,G2,24
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,24
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER KINERJA JARINGAN DISTRIBUSI,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,TEAM LEADER PELAYANAN PELANGGAN,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,23
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,22
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,22
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,22
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,22
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,22
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,SENIOR OFFICER KINERJA KONSTRUKSI DAN PENYALURAN,G3,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,JUNIOR OFFICER ADMINISTRASI UMUM,G1,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,OFFICER KINERJA KEUANGAN DAN UMUM,G2,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN TRANSMISI DAN GARDU INDUK",G2,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TEAM LEADER PEMELIHARAAN GARDU INDUK,G2,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TEAM LEADER PEMELIHARAAN JARINGAN TRANSMISI,G2,22
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,"TEAM LEADER PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G2,22
PT PLN (PERSERO) PUSAT SERTIFIKASI,TECHNICIAN KOMISIONING SISTEM PEMBANGKIT,G2,21
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,21
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,21
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,OFFICER PENGENDALIAN PROYEK,G2,21
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN,G1,21
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,21
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA,G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN PDKB,G1,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN LAYANAN PELANGGAN",G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TEAM LEADER PELAYANAN PELANGGAN,G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,20
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,20
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER KINERJA,G2,20
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,G1,20
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,20
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,JUNIOR TECHNICIAN PDKB SUTT/SUTET,G1,20
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,JUNIOR TECHNICIAN PDKB SUTT/SUTET,G1,20
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,JUNIOR TECHNICIAN PDKB GI/GITET,G1,20
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR OFFICER KINERJA DAN ADMINISTRASI TRANSMISI DAN GARDU INDUK,G3,20
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR TECHNICIAN OPERASI DISTRIBUSI,G1,20
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR TECHNICIAN PDKB,G1,20
PT PLN (PERSERO) PUSAT PENDIDIKAN DAN PELATIHAN (CORPORATE UNIVERSITY),SENIOR OFFICER PEMBELAJARAN,G3,19
PT PLN (PERSERO) PUSAT SERTIFIKASI,SENIOR TECHNICIAN INSPEKSI DAN KOMISIONING SISTEM PEMBANGKIT,G3,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER PRIORITY ACCOUNT EXECUTIVE,G2,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,TECHNICIAN PDKB,G2,19
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,19
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KINERJA,G2,19
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,19
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",JUNIOR OFFICER PELAYANAN PELANGGAN,G1,19
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,"JUNIOR TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI",G1,19
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,OFFICER KINERJA KONSTRUKSI,G2,19
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,JUNIOR TECHNICIAN PDKB,G1,19
PT PLN (PERSERO) PUSAT PEMELIHARAAN KETENAGALISTRIKAN,TECHNICIAN PRODUKSI MEKANIKAL,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,OFFICER LOGISTIK LAYANAN PELANGGAN,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER PERENCANAAN,G3,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER LOGISTIK,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PELAKSANA PENGADAAN,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,OFFICER KINERJA JARINGAN DISTRIBUSI,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,18
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",TEAM LEADER SALES RETAIL,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,18
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN TRANSMISI DAN GARDU INDUK",G2,18
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,TEAM LEADER PEMELIHARAAN GARDU INDUK,G2,18
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,TEAM LEADER PEMELIHARAAN JARINGAN TRANSMISI,G2,18
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,"TEAM LEADER PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G2,18
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN TRANSMISI DAN GARDU INDUK",G2,18
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,TEAM LEADER PEMELIHARAAN GARDU INDUK,G2,18
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,TEAM LEADER PEMELIHARAAN JARINGAN TRANSMISI,G2,18
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,"TEAM LEADER PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G2,18
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,18
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,18
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,TEAM LEADER PELAYANAN PELANGGAN,G2,18
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,18
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,18
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,G2,18
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,TECHNICIAN PDKB,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,ASSISTANT MANAGER PERENCANAAN,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,SENIOR OFFICER KINERJA PEMELIHARAAN,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,TEAM LEADER LOGISTIK,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,TEAM LEADER PELAKSANA PENGADAAN,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER JARINGAN DISTRIBUSI,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER KONSTRUKSI DISTRIBUSI,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER ADMINISTRASI DAN UMUM,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER OPERASI DISTRIBUSI,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PDKB,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PENGENDALIAN SUSUT,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER PERENCANAAN SISTEM,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,OFFICER KINERJA,G2,17
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,17
